,Geo_FIPS,Census Tract #,Median Contract Rent,Median Monthly Housing Costs,Total Renter Housing Units,"less than $20,000","20,000 to 34,999","35,000 To 49,999","50,000 To 74,999","less than 20,000 proportion","20,000 to 34,999 proportion","35,000 To 49,999 proportion","50,000 To 74,999 proportion",STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry,Housing Burden Index
0,06037101110,Census Tract 1011.10,1468.0,1853.0,732,147,103,104,53,0.20081967213114754,0.1407103825136612,0.14207650273224043,0.07240437158469945,06,037,101110,1400000US06037101110,06037101110,1011.10,CT,1142401,0,"POLYGON ((-118.300753 34.259609, -118.300758 34.263214, -118.29791900000001 34.263222, -118.291309 34.262854, -118.288467 34.26282, -118.286486 34.262797, -118.284913 34.262463, -118.28498 34.255888999999996, -118.285924 34.255894999999995, -118.287333 34.255904, -118.291044 34.255927, -118.299451 34.255978, -118.302291 34.258697, -118.300753 34.259609))",32.5
1,06037101122,Census Tract 1011.22,2067.0,2273.0,240,22,27,34,39,0.09166666666666666,0.1125,0.14166666666666666,0.1625,06,037,101122,1400000US06037101122,06037101122,1011.22,CT,2644045,0,"POLYGON ((-118.303195 34.273334, -118.299696 34.275262, -118.29974899999999 34.276706, -118.29697 34.278807, -118.28989899999999 34.278946, -118.29022499999999 34.271, -118.285616 34.270541, -118.285271 34.266434, -118.281666 34.266011, -118.278953 34.266541, -118.279483 34.26363, -118.277285 34.26363, -118.277422 34.259903, -118.278125 34.257602, -118.278167 34.255767999999996, -118.28498 34.255888999999996, -118.284913 34.262463, -118.286486 34.262797, -118.288467 34.26282, -118.291309 34.262854, -118.29791900000001 34.263222, -118.297917 34.266849, -118.302753 34.272000999999996, -118.303195 34.273334))",14.8
2,06037101210,Census Tract 1012.10,1276.0,1494.0,1896,545,266,223,160,0.28744725738396626,0.14029535864978904,0.11761603375527427,0.08438818565400844,06,037,101210,1400000US06037101210,06037101210,1012.10,CT,650690,0,"POLYGON ((-118.299451 34.255978, -118.291044 34.255927, -118.287333 34.255904, -118.285924 34.255894999999995, -118.28592499999999 34.252274, -118.285924 34.248018, -118.28759099999999 34.248173, -118.28862 34.248613999999996, -118.290104 34.249364, -118.291215 34.250225, -118.294696 34.252336, -118.29791900000001 34.254511, -118.299451 34.255978))",31.5
3,06037101220,Census Tract 1012.20,1086.0,1361.0,822,262,114,161,19,0.31873479318734793,0.1386861313868613,0.19586374695863748,0.023114355231143552,06,037,101220,1400000US06037101220,06037101220,1012.20,CT,698886,0,"POLYGON ((-118.285924 34.255894999999995, -118.28498 34.255888999999996, -118.278167 34.255767999999996, -118.278224 34.253291, -118.276916 34.253084, -118.276915 34.251582, -118.278224 34.251657, -118.27761100000001 34.249589, -118.276103 34.246483999999995, -118.27975 34.247662999999996, -118.285924 34.248018, -118.28592499999999 34.252274, -118.285924 34.255894999999995))",33.9
4,06037101300,Census Tract 1013,2209.0,2094.0,190,9,33,25,8,0.04736842105263158,0.1736842105263158,0.13157894736842105,0.042105263157894736,06,037,101300,1400000US06037101300,06037101300,1013,CT,2581214,0,"POLYGON ((-118.278224 34.251657, -118.276915 34.251582, -118.276916 34.253084, -118.278224 34.253291, -118.278167 34.255767999999996, -118.278125 34.257602, -118.277422 34.259903, -118.26529 34.259954, -118.265238 34.254616999999996, -118.265264 34.252379999999995, -118.265295 34.250402, -118.266672 34.250779, -118.265999 34.243891999999995, -118.266024 34.240356, -118.266733 34.240795999999996, -118.266781 34.234235999999996, -118.266739 34.233951, -118.266708 34.233744, -118.26674 34.233512, -118.266789 34.232108, -118.266803 34.231235, -118.27247299999999 34.232527, -118.270685 34.232994999999995, -118.27047400000001 34.236937, -118.273615 34.241304, -118.273907 34.242917999999996, -118.276295 34.245152, -118.276103 34.246483999999995, -118.27761100000001 34.249589, -118.278224 34.251657))",18.6
5,06037101400,Census Tract 1014,1206.0,1664.0,416,117,74,7,55,0.28125,0.1778846153846154,0.016826923076923076,0.13221153846153846,06,037,101400,1400000US06037101400,06037101400,1014,CT,6310056,0,"POLYGON ((-118.322382 34.249631, -118.316711 34.248602, -118.312384 34.248867, -118.307074 34.248124, -118.306485 34.248318999999995, -118.306347 34.251278, -118.30796 34.252407999999996, -118.307037 34.2524, -118.30577199999999 34.252082, -118.302632 34.252387999999996, -118.300253 34.252869, -118.300254 34.255983, -118.299451 34.255978, -118.29791900000001 34.254511, -118.294696 34.252336, -118.291215 34.250225, -118.290104 34.249364, -118.28862 34.248613999999996, -118.28759099999999 34.248173, -118.285924 34.248018, -118.27975 34.247662999999996, -118.276103 34.246483999999995, -118.276295 34.245152, -118.273907 34.242917999999996, -118.273615 34.241304, -118.27047400000001 34.236937, -118.270685 34.232994999999995, -118.27247299999999 34.232527, -118.280036 34.23421, -118.28605999999999 34.234235999999996, -118.290771 34.234821, -118.298148 34.23462, -118.300392 34.235064, -118.302303 34.235841, -118.308004 34.239841, -118.31116 34.241378999999995, -118.316559 34.242723999999995, -118.319387 34.244417999999996, -118.321123 34.246415, -118.322382 34.249631))",17.8
6,06037102103,Census Tract 1021.03,2153.0,2369.0,231,28,19,20,0,0.12121212121212122,0.08225108225108226,0.08658008658008658,0.0,06,037,102103,1400000US06037102103,06037102103,1021.03,CT,1186484,0,"POLYGON ((-118.365326 34.228702999999996, -118.350663 34.228502999999996, -118.343352 34.225874999999995, -118.345427 34.223465, -118.350938 34.221154999999996, -118.354278 34.221249, -118.355623 34.220033, -118.356402 34.219606999999996, -118.358115 34.220931, -118.359691 34.221554, -118.359213 34.222386, -118.361797 34.224965, -118.365326 34.228702999999996))",18.1
7,06037102104,Census Tract 1021.04,2286.0,2177.0,303,14,0,67,0,0.0462046204620462,0.0,0.22112211221122113,0.0,06,037,102104,1400000US06037102104,06037102104,1021.04,CT,1658544,0,"POLYGON ((-118.355623 34.220033, -118.354278 34.221249, -118.350938 34.221154999999996, -118.345427 34.223465, -118.343352 34.225874999999995, -118.338059 34.222274999999996, -118.343913 34.222301, -118.343891 34.218554999999995, -118.344121 34.216998, -118.344195 34.214103, -118.34115299999999 34.213766, -118.338239 34.216754, -118.335599 34.217673999999995, -118.334546 34.215618, -118.337706 34.212589, -118.33774 34.211270999999996, -118.339567 34.211301, -118.33981299999999 34.210941999999996, -118.33993 34.206503, -118.341347 34.206527, -118.343007 34.206557, -118.345523 34.20973, -118.348501 34.212309, -118.351842 34.215147, -118.354397 34.217346, -118.355051 34.218067999999995, -118.356402 34.219606999999996, -118.355623 34.220033))",19.7
8,06037102105,Census Tract 1021.05,1318.0,1872.0,257,39,71,37,20,0.1517509727626459,0.27626459143968873,0.14396887159533073,0.07782101167315175,06,037,102105,1400000US06037102105,06037102105,1021.05,CT,492761,0,"POLYGON ((-118.35306 34.213823999999995, -118.351842 34.215147, -118.348501 34.212309, -118.345523 34.20973, -118.343007 34.206557, -118.34971 34.206662, -118.350369 34.206672, -118.353092 34.208528, -118.35306 34.213823999999995))",41.9
9,06037102107,Census Tract 1021.07,1084.0,1817.0,388,9,126,8,43,0.023195876288659795,0.3247422680412371,0.020618556701030927,0.11082474226804123,06,037,102107,1400000US06037102107,06037102107,1021.07,CT,12908558,13753,"POLYGON ((-118.36777000000001 34.240369, -118.366452 34.243021, -118.36092 34.246764, -118.359445 34.247116, -118.357469 34.247053, -118.351326 34.247332, -118.347838 34.248478999999996, -118.34100699999999 34.259285, -118.339444 34.260239999999996, -118.338209 34.260315999999996, -118.33319 34.259487, -118.329998 34.259676999999996, -118.323808 34.253081, -118.322382 34.249631, -118.321123 34.246415, -118.319387 34.244417999999996, -118.316559 34.242723999999995, -118.31116 34.241378999999995, -118.308004 34.239841, -118.302303 34.235841, -118.300392 34.235064, -118.298148 34.23462, -118.290771 34.234821, -118.292037 34.233878, -118.297249 34.232603999999995, -118.299165 34.232613, -118.304507 34.233703999999996, -118.30938499999999 34.233492999999996, -118.31803099999999 34.230466, -118.318046 34.232079, -118.32658599999999 34.232206, -118.33547 34.232026999999995, -118.335235 34.224491, -118.338492 34.223343, -118.338059 34.222274999999996, -118.343352 34.225874999999995, -118.350663 34.228502999999996, -118.365326 34.228702999999996, -118.366475 34.22992, -118.36712299999999 34.234213, -118.367582 34.237255, -118.36777000000001 34.240369))",22.8
10,06037103101,Census Tract 1031.01,2066.0,2210.0,128,33,0,25,14,0.2578125,0.0,0.1953125,0.109375,06,037,103101,1400000US06037103101,06037103101,1031.01,CT,2029806,0,"POLYGON ((-118.316396 34.275219, -118.316408 34.277629999999995, -118.317144 34.278777, -118.311675 34.278729, -118.306337 34.282013, -118.305908 34.278783, -118.29697 34.278807, -118.29974899999999 34.276706, -118.299696 34.275262, -118.303195 34.273334, -118.302753 34.272000999999996, -118.297917 34.266849, -118.302671 34.266931, -118.307036 34.266945, -118.3114 34.266960999999995, -118.313995 34.266967, -118.315727 34.266971, -118.31573399999999 34.270526, -118.314792 34.273804, -118.31502499999999 34.274198999999996, -118.31730999999999 34.273632, -118.316396 34.275219))",22.3
11,06037103102,Census Tract 1031.02,1199.0,1670.0,428,98,61,57,0,0.22897196261682243,0.1425233644859813,0.13317757009345793,0.0,06,037,103102,1400000US06037103102,06037103102,1031.02,CT,1241029,0,"POLYGON ((-118.315727 34.266971, -118.313995 34.266967, -118.3114 34.266960999999995, -118.307036 34.266945, -118.302671 34.266931, -118.297917 34.266849, -118.29791900000001 34.263222, -118.300758 34.263214, -118.300753 34.259609, -118.302291 34.258697, -118.302688 34.259077, -118.303178 34.259449, -118.307038 34.259643, -118.31137799999999 34.259671, -118.315743 34.259693, -118.315727 34.266971))",14.2
12,06037103200,Census Tract 1032,1098.0,1676.0,857,210,65,87,33,0.24504084014002334,0.07584597432905485,0.10151691948658109,0.038506417736289385,06,037,103200,1400000US06037103200,06037103200,1032,CT,7414593,0,"POLYGON ((-118.372959 34.274524, -118.372548 34.276410999999996, -118.37094 34.27872, -118.370754 34.282117, -118.370621 34.282486999999996, -118.36940200000001 34.285987999999996, -118.36723 34.286318, -118.364855 34.289435999999995, -118.36268799999999 34.287842999999995, -118.360345 34.287647, -118.360345 34.280435, -118.351734 34.279435, -118.348153 34.279018, -118.319509 34.278832, -118.317144 34.278777, -118.316408 34.277629999999995, -118.316396 34.275219, -118.31730999999999 34.273632, -118.31502499999999 34.274198999999996, -118.314792 34.273804, -118.31573399999999 34.270526, -118.315727 34.266971, -118.315743 34.259693, -118.322312 34.259741999999996, -118.328729 34.259726, -118.329998 34.259676999999996, -118.335804 34.265779, -118.339451 34.269020999999995, -118.342795 34.27053, -118.345081 34.271073, -118.353009 34.272093999999996, -118.356176 34.272515, -118.358346 34.271569, -118.359027 34.271291999999995, -118.359293 34.271466, -118.360291 34.271384999999995, -118.361509 34.272238, -118.361447 34.273177, -118.373013 34.273902, -118.372959 34.274524))",17.9
13,06037103300,Census Tract 1033,1949.0,2809.0,157,0,0,37,20,0.0,0.0,0.2356687898089172,0.12738853503184713,06,037,103300,1400000US06037103300,06037103300,1033,CT,6141955,0,"POLYGON ((-118.373179 34.2581, -118.37119799999999 34.260326, -118.369284 34.262831999999996, -118.365479 34.265971, -118.36417900000001 34.266174, -118.354206 34.265927999999995, -118.354051 34.266725, -118.35007 34.265955, -118.347323 34.267857, -118.34322399999999 34.267798, -118.335804 34.265779, -118.329998 34.259676999999996, -118.33319 34.259487, -118.338209 34.260315999999996, -118.339444 34.260239999999996, -118.34100699999999 34.259285, -118.347838 34.248478999999996, -118.351326 34.247332, -118.357469 34.247053, -118.359445 34.247116, -118.36092 34.246764, -118.366452 34.243021, -118.366638 34.244287, -118.368785 34.246265, -118.369463 34.249379999999995, -118.370655 34.250859, -118.372622 34.253765, -118.375557 34.256786999999996, -118.373179 34.2581))",13.3
14,06037103400,Census Tract 1034,1646.0,1826.0,899,111,157,78,43,0.12347052280311457,0.1746384872080089,0.0867630700778643,0.047830923248053395,06,037,103400,1400000US06037103400,06037103400,1034,CT,2500753,0,"POLYGON ((-118.328729 34.259726, -118.322312 34.259741999999996, -118.315743 34.259693, -118.31137799999999 34.259671, -118.307038 34.259643, -118.303178 34.259449, -118.302688 34.259077, -118.302291 34.258697, -118.299451 34.255978, -118.300254 34.255983, -118.300253 34.252869, -118.302632 34.252387999999996, -118.30577199999999 34.252082, -118.307037 34.2524, -118.30796 34.252407999999996, -118.306347 34.251278, -118.306485 34.248318999999995, -118.307074 34.248124, -118.312384 34.248867, -118.316711 34.248602, -118.322382 34.249631, -118.323808 34.253081, -118.329998 34.259676999999996, -118.328729 34.259726))",18.6
15,06037104103,Census Tract 1041.03,1614.0,1976.0,154,22,0,101,0,0.14285714285714285,0.0,0.6558441558441559,0.0,06,037,104103,1400000US06037104103,06037104103,1041.03,CT,949109,0,"POLYGON ((-118.400849 34.281586, -118.395211 34.285596999999996, -118.392681 34.286378, -118.388407 34.285375, -118.386127 34.284839999999996, -118.382932 34.28409, -118.38567499999999 34.282091, -118.392071 34.277431, -118.396108 34.277965, -118.397578 34.278667999999996, -118.397604 34.278684, -118.398416 34.279291, -118.400849 34.281586))",22.5
16,06037104105,Census Tract 1041.05,829.0,1505.0,777,111,214,52,43,0.14285714285714285,0.2754182754182754,0.06692406692406692,0.055341055341055344,06,037,104105,1400000US06037104105,06037104105,1041.05,CT,584682,0,"POLYGON ((-118.411686 34.273686, -118.405117 34.278475, -118.401833 34.280868999999996, -118.400849 34.281586, -118.398416 34.279291, -118.397604 34.278684, -118.398681 34.27789, -118.401965 34.275495, -118.403279 34.274536999999995, -118.408532 34.270706, -118.411686 34.273686))",23.9
17,06037104108,Census Tract 1041.08,1296.0,1473.0,887,126,162,168,88,0.14205186020293123,0.1826381059751973,0.18940248027057496,0.0992108229988726,06,037,104108,1400000US06037104108,06037104108,1041.08,CT,1096629,0,"POLYGON ((-118.403279 34.274536999999995, -118.401965 34.275495, -118.398681 34.27789, -118.397604 34.278684, -118.397578 34.278667999999996, -118.396108 34.277965, -118.392071 34.277431, -118.389114 34.276993, -118.386696 34.27607, -118.388994 34.273193, -118.393794 34.273536, -118.396886 34.272558, -118.397704 34.273323, -118.400407 34.271353999999995, -118.401136 34.266588999999996, -118.401912 34.264658, -118.408532 34.270706, -118.403279 34.274536999999995))",19.2
18,06037104124,Census Tract 1041.24,978.0,1869.0,284,59,65,0,57,0.20774647887323944,0.22887323943661972,0.0,0.2007042253521127,06,037,104124,1400000US06037104124,06037104124,1041.24,CT,4479385,980,"POLYGON ((-118.392071 34.277431, -118.38567499999999 34.282091, -118.382932 34.28409, -118.386127 34.284839999999996, -118.385762 34.284817, -118.384619 34.289730999999996, -118.386916 34.289733999999996, -118.386859 34.291532, -118.382372 34.291526, -118.382938 34.293965, -118.381327 34.294833, -118.379098 34.29462, -118.378697 34.296110999999996, -118.375594 34.29612, -118.371617 34.298189, -118.37029 34.298041999999995, -118.367773 34.300059, -118.367088 34.301859, -118.36543499999999 34.300613999999996, -118.362734 34.300073999999995, -118.362617 34.298981, -118.360976 34.297731, -118.361748 34.296518, -118.361563 34.292775, -118.360497 34.293321, -118.360345 34.287647, -118.36268799999999 34.287842999999995, -118.364855 34.289435999999995, -118.36723 34.286318, -118.36940200000001 34.285987999999996, -118.370621 34.282486999999996, -118.370754 34.282117, -118.37094 34.27872, -118.372548 34.276410999999996, -118.372959 34.274524, -118.373013 34.273902, -118.379386 34.274571, -118.389114 34.276993, -118.392071 34.277431))",14.0
19,06037104201,Census Tract 1042.01,1417.0,1931.0,278,39,50,49,15,0.14028776978417265,0.17985611510791366,0.17625899280575538,0.0539568345323741,06,037,104201,1400000US06037104201,06037104201,1042.01,CT,1090103,0,"POLYGON ((-118.420729 34.287727, -118.41744800000001 34.290119, -118.418632 34.291764, -118.415792 34.293841, -118.408143 34.286820999999996, -118.411424 34.28443, -118.414706 34.282036999999995, -118.417991 34.279641999999996, -118.418623 34.280239, -118.424018 34.285326999999995, -118.420729 34.287727))",35.3
20,06037104203,Census Tract 1042.03,1177.0,1700.0,591,141,147,76,65,0.23857868020304568,0.24873096446700507,0.12859560067681894,0.10998307952622674,06,037,104203,1400000US06037104203,06037104203,1042.03,CT,707989,0,"POLYGON ((-118.417991 34.279641999999996, -118.414706 34.282036999999995, -118.411424 34.28443, -118.40827 34.281452, -118.405117 34.278475, -118.411686 34.273686, -118.414838 34.276664, -118.417991 34.279641999999996))",28.7
21,06037104204,Census Tract 1042.04,1152.0,1456.0,268,32,82,47,19,0.11940298507462686,0.30597014925373134,0.17537313432835822,0.0708955223880597,06,037,104204,1400000US06037104204,06037104204,1042.04,CT,2664512,3735,"POLYGON ((-118.411424 34.28443, -118.408143 34.286820999999996, -118.40749 34.287183999999996, -118.406901 34.288007, -118.406182 34.288088, -118.405551 34.288255, -118.40476100000001 34.288232, -118.403268 34.287935, -118.40239199999999 34.288056999999995, -118.40124 34.287971999999996, -118.400812 34.287869, -118.400757 34.288288, -118.400853 34.289983, -118.400249 34.292311999999995, -118.399731 34.293417999999996, -118.396984 34.293348, -118.396743 34.296983, -118.393711 34.296979, -118.393635 34.298788, -118.387396 34.29878, -118.387379 34.296943, -118.382878 34.296956, -118.382938 34.293965, -118.382372 34.291526, -118.386859 34.291532, -118.386916 34.289733999999996, -118.384619 34.289730999999996, -118.385762 34.284817, -118.386127 34.284839999999996, -118.388407 34.285375, -118.392681 34.286378, -118.395211 34.285596999999996, -118.400849 34.281586, -118.401833 34.280868999999996, -118.405117 34.278475, -118.40827 34.281452, -118.411424 34.28443))",26.7
22,06037104310,Census Tract 1043.10,1803.0,1818.0,214,45,16,8,46,0.2102803738317757,0.07476635514018691,0.037383177570093455,0.21495327102803738,06,037,104310,1400000US06037104310,06037104310,1043.10,CT,1508622,0,"POLYGON ((-118.435204 34.276026, -118.433776 34.277453, -118.433614 34.277816, -118.432705 34.278497, -118.43056899999999 34.280549, -118.427291 34.282939999999996, -118.424018 34.285326999999995, -118.418623 34.280239, -118.421881 34.277822, -118.428538 34.272526, -118.428761 34.272363, -118.434558 34.268474999999995, -118.44015999999999 34.267184, -118.435204 34.276026))",28.5
23,06037104320,Census Tract 1043.20,928.0,1193.0,699,167,109,103,79,0.23891273247496422,0.15593705293276108,0.1473533619456366,0.11301859799713877,06,037,104320,1400000US06037104320,06037104320,1043.20,CT,1212169,0,"POLYGON ((-118.428538 34.272526, -118.421881 34.277822, -118.418623 34.280239, -118.417991 34.279641999999996, -118.414838 34.276664, -118.411686 34.273686, -118.414972 34.27129, -118.416213 34.270384, -118.41825399999999 34.268895, -118.419272 34.268152, -118.421329 34.266652, -118.42190099999999 34.266235, -118.422112 34.266081, -118.425265 34.269059999999996, -118.428761 34.272363, -118.428538 34.272526))",28.1
24,06037104401,Census Tract 1044.01,1236.0,1577.0,254,66,64,18,11,0.25984251968503935,0.25196850393700787,0.07086614173228346,0.04330708661417323,06,037,104401,1400000US06037104401,06037104401,1044.01,CT,681117,0,"POLYGON ((-118.44015999999999 34.267184, -118.434558 34.268474999999995, -118.428761 34.272363, -118.425265 34.269059999999996, -118.430347 34.265352, -118.435271 34.261759999999995, -118.438425 34.264738, -118.440877 34.267053, -118.44015999999999 34.267184))",29.4
25,06037104403,Census Tract 1044.03,1401.0,1523.0,250,41,21,6,56,0.164,0.084,0.024,0.224,06,037,104403,1400000US06037104403,06037104403,1044.03,CT,693083,0,"POLYGON ((-118.443266 34.266618, -118.440877 34.267053, -118.438425 34.264738, -118.435271 34.261759999999995, -118.432118 34.258781, -118.428966 34.255804, -118.425811 34.252826, -118.428638 34.250764, -118.431718 34.253758, -118.434872 34.256772, -118.439498 34.261143, -118.440834 34.26298, -118.44202 34.26484, -118.443266 34.266618))",29.1
26,06037104404,Census Tract 1044.04,1235.0,1469.0,369,64,62,51,36,0.17344173441734417,0.16802168021680217,0.13821138211382114,0.0975609756097561,06,037,104404,1400000US06037104404,06037104404,1044.04,CT,539620,0,"POLYGON ((-118.435271 34.261759999999995, -118.430347 34.265352, -118.425265 34.269059999999996, -118.422112 34.266081, -118.425552 34.263571, -118.42719199999999 34.262375, -118.42883499999999 34.261176999999996, -118.432118 34.258781, -118.435271 34.261759999999995))",31.0
27,06037104500,Census Tract 1045,1424.0,1524.0,160,50,35,0,19,0.3125,0.21875,0.0,0.11875,06,037,104500,1400000US06037104500,06037104500,1045,CT,531002,0,"POLYGON ((-118.432118 34.258781, -118.42883499999999 34.261176999999996, -118.42568299999999 34.258198, -118.42253099999999 34.255218, -118.41937899999999 34.252238, -118.422664 34.249843, -118.425811 34.252826, -118.428966 34.255804, -118.432118 34.258781))",25.9
28,06037104610,Census Tract 1046.10,1243.0,1771.0,251,59,96,7,23,0.2350597609561753,0.38247011952191234,0.027888446215139442,0.09163346613545817,06,037,104610,1400000US06037104610,06037104610,1046.10,CT,592138,0,"POLYGON ((-118.422112 34.266081, -118.42190099999999 34.266235, -118.418733 34.263266, -118.415606 34.260290999999995, -118.412439 34.257294, -118.416095 34.254632, -118.419248 34.257612, -118.425552 34.263571, -118.422112 34.266081))",29.5
29,06037104620,Census Tract 1046.20,1435.0,1833.0,255,18,41,56,28,0.07058823529411765,0.1607843137254902,0.2196078431372549,0.10980392156862745,06,037,104620,1400000US06037104620,06037104620,1046.20,CT,531171,0,"POLYGON ((-118.42719199999999 34.262375, -118.425552 34.263571, -118.419248 34.257612, -118.416095 34.254632, -118.41937899999999 34.252238, -118.42253099999999 34.255218, -118.42568299999999 34.258198, -118.42883499999999 34.261176999999996, -118.42719199999999 34.262375))",25.0
30,06037104701,Census Tract 1047.01,999.0,1359.0,725,145,160,87,48,0.2,0.2206896551724138,0.12,0.06620689655172414,06,037,104701,1400000US06037104701,06037104701,1047.01,CT,550504,0,"POLYGON ((-118.421329 34.266652, -118.419272 34.268152, -118.41825399999999 34.268895, -118.416213 34.270384, -118.414972 34.27129, -118.411686 34.273686, -118.408532 34.270706, -118.413061 34.267404, -118.41612 34.265173, -118.418733 34.263266, -118.42190099999999 34.266235, -118.421329 34.266652))",36.2
31,06037104703,Census Tract 1047.03,1251.0,1405.0,359,86,74,34,20,0.2395543175487465,0.20612813370473537,0.0947075208913649,0.055710306406685235,06,037,104703,1400000US06037104703,06037104703,1047.03,CT,1168596,0,"POLYGON ((-118.404008 34.258172, -118.39895 34.261859, -118.396001 34.258735, -118.390461 34.257534, -118.39089799999999 34.257207, -118.402792 34.248511, -118.402979 34.248374, -118.409283 34.254325, -118.404008 34.258172))",34.2
32,06037104704,Census Tract 1047.04,1200.0,1426.0,456,138,59,87,11,0.3026315789473684,0.12938596491228072,0.19078947368421054,0.02412280701754386,06,037,104704,1400000US06037104704,06037104704,1047.04,CT,1662670,0,"POLYGON ((-118.41612 34.265173, -118.413061 34.267404, -118.408532 34.270706, -118.401912 34.264658, -118.39895 34.261859, -118.404008 34.258172, -118.409283 34.254325, -118.412439 34.257294, -118.415606 34.260290999999995, -118.418733 34.263266, -118.41612 34.265173))",21.1
33,06037104810,Census Tract 1048.10,1586.0,1960.0,298,38,43,69,55,0.12751677852348994,0.14429530201342283,0.23154362416107382,0.18456375838926176,06,037,104810,1400000US06037104810,06037104810,1048.10,CT,1123361,0,"POLYGON ((-118.41937899999999 34.252238, -118.416095 34.254632, -118.412439 34.257294, -118.409283 34.254325, -118.402979 34.248374, -118.406642 34.245692999999996, -118.409924 34.243297, -118.41622699999999 34.249258, -118.41937899999999 34.252238))",20.9
34,06037104821,Census Tract 1048.21,1259.0,1584.0,373,71,29,55,15,0.1903485254691689,0.0777479892761394,0.14745308310991956,0.040214477211796246,06,037,104821,1400000US06037104821,06037104821,1048.21,CT,531802,0,"POLYGON ((-118.422664 34.249843, -118.41937899999999 34.252238, -118.41622699999999 34.249258, -118.409924 34.243297, -118.413207 34.240902999999996, -118.419516 34.246857999999996, -118.422664 34.249843))",18.8
35,06037104822,Census Tract 1048.22,1431.0,1663.0,416,95,64,28,54,0.2283653846153846,0.15384615384615385,0.0673076923076923,0.12980769230769232,06,037,104822,1400000US06037104822,06037104822,1048.22,CT,604352,0,"POLYGON ((-118.425811 34.252826, -118.422664 34.249843, -118.419516 34.246857999999996, -118.413207 34.240902999999996, -118.41590099999999 34.238938, -118.422332 34.244803999999995, -118.428638 34.250764, -118.425811 34.252826))",31.5
36,06037106010,Census Tract 1060.10,1871.0,2243.0,230,27,28,28,14,0.11739130434782609,0.12173913043478261,0.12173913043478261,0.06086956521739131,06,037,106010,1400000US06037106010,06037106010,1060.10,CT,2517807,0,"POLYGON ((-118.459664 34.33002, -118.430036 34.329879, -118.429412 34.326389999999996, -118.431848 34.323496, -118.439908 34.316323, -118.446837 34.321785999999996, -118.450579 34.323319999999995, -118.457502 34.323389, -118.458749 34.325711, -118.45873399999999 34.327908, -118.459664 34.33002))",26.4
37,06037106020,Census Tract 1060.20,1442.0,2152.0,265,24,42,47,50,0.09056603773584905,0.15849056603773584,0.17735849056603772,0.18867924528301888,06,037,106020,1400000US06037106020,06037106020,1060.20,CT,2010764,7144,"POLYGON ((-118.439908 34.316323, -118.431848 34.323496, -118.429412 34.326389999999996, -118.430036 34.329879, -118.419464 34.329163, -118.418764 34.329524, -118.42074099999999 34.327723, -118.420751 34.325573, -118.41714 34.324948, -118.419113 34.323189, -118.424842 34.318099, -118.42782199999999 34.315447999999996, -118.43284 34.310975, -118.43641 34.313666999999995, -118.439908 34.316323))",21.4
38,06037106111,Census Tract 1061.11,2417.0,2131.0,147,0,0,0,25,0.0,0.0,0.0,0.17006802721088435,06,037,106111,1400000US06037106111,06037106111,1061.11,CT,3813566,12394,"POLYGON ((-118.415054 34.320980999999996, -118.416784 34.322317, -118.419113 34.323189, -118.41714 34.324948, -118.413591 34.32469, -118.412207 34.325904, -118.413585 34.327408, -118.413579 34.329881, -118.405202 34.329811, -118.40402 34.334008, -118.399795 34.333861999999996, -118.40014 34.337914, -118.39715699999999 34.337773999999996, -118.397116 34.336773, -118.399011 34.33459, -118.396891 34.319814, -118.39626 34.31986, -118.397279 34.317115, -118.397318 34.317293, -118.397422 34.317189, -118.39762 34.317008, -118.398427 34.317034, -118.40079 34.316324, -118.400774 34.315655, -118.400851 34.31561, -118.400898 34.315377999999995, -118.40109 34.314951, -118.40630999999999 34.312641, -118.408195 34.309686, -118.412246 34.309368, -118.413621 34.308475, -118.421339 34.315400000000004, -118.415054 34.320980999999996))",17.1
39,06037106112,Census Tract 1061.12,1902.0,2273.0,263,40,56,0,27,0.1520912547528517,0.21292775665399238,0.0,0.10266159695817491,06,037,106112,1400000US06037106112,06037106112,1061.12,CT,3222752,0,"POLYGON ((-118.424842 34.318099, -118.419113 34.323189, -118.416784 34.322317, -118.415054 34.320980999999996, -118.421339 34.315400000000004, -118.413621 34.308475, -118.412246 34.309368, -118.408195 34.309686, -118.40630999999999 34.312641, -118.40109 34.314951, -118.400898 34.315377999999995, -118.400851 34.31561, -118.400774 34.315655, -118.400904 34.310027, -118.40301600000001 34.309388999999996, -118.403881 34.31005, -118.403751 34.307916999999996, -118.405469 34.307912, -118.4056 34.300726, -118.40105199999999 34.30067, -118.401205 34.297064999999996, -118.40346 34.297106, -118.403508 34.293513, -118.409072 34.293659, -118.40896000000001 34.291807999999996, -118.410348 34.291968, -118.4094 34.289012, -118.40749 34.287183999999996, -118.408143 34.286820999999996, -118.415792 34.293841, -118.41824199999999 34.29615, -118.41713899999999 34.296952, -118.413567 34.299569, -118.41122 34.300723999999995, -118.418553 34.307666999999995, -118.41968800000001 34.30684, -118.42206 34.30854, -118.420773 34.309688, -118.424325 34.312743999999995, -118.42782199999999 34.315447999999996, -118.424842 34.318099))",22.0
