Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A10032_001,SE_A10032_002,SE_A10032_003,SE_A10032_004,SE_A10032_005,SE_A10032_006,SE_A10032_007,SE_A10032_008,SE_A10032_009,SE_A10032_010,SE_A10032_011,SE_A10032_012,PCT_SE_A10032_002,PCT_SE_A10032_003,PCT_SE_A10032_004,PCT_SE_A10032_005,PCT_SE_A10032_006,PCT_SE_A10032_007,PCT_SE_A10032_008,PCT_SE_A10032_009,PCT_SE_A10032_010,PCT_SE_A10032_011,PCT_SE_A10032_012
6037183510,14000US06037183510,Census Tract 1835.10,"Census Tract 1835.10, Los Angeles County, California",ca,140,0,ACSSF,4238,,,,,6,37,,,,183510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798,719,624,95,28,25,20,0,0,0,6,0,90.1,78.2,11.9,3.51,3.13,2.51,0,0,0,0.75,0
6037183520,14000US06037183520,Census Tract 1835.20,"Census Tract 1835.20, Los Angeles County, California",ca,140,0,ACSSF,4239,,,,,6,37,,,,183520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1203,522,415,107,69,114,122,203,90,83,0,0,43.39,34.5,8.89,5.74,9.48,10.14,16.87,7.48,6.9,0,0
6037183610,14000US06037183610,Census Tract 1836.10,"Census Tract 1836.10, Los Angeles County, California",ca,140,0,ACSSF,4240,,,,,6,37,,,,183610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1071,540,444,96,70,48,48,159,183,16,7,0,50.42,41.46,8.96,6.54,4.48,4.48,14.85,17.09,1.49,0.65,0
6037183620,14000US06037183620,Census Tract 1836.20,"Census Tract 1836.20, Los Angeles County, California",ca,140,0,ACSSF,4241,,,,,6,37,,,,183620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1062,748,614,134,73,25,65,124,27,0,0,0,70.43,57.82,12.62,6.87,2.35,6.12,11.68,2.54,0,0,0
6037183701,14000US06037183701,Census Tract 1837.01,"Census Tract 1837.01, Los Angeles County, California",ca,140,0,ACSSF,4242,,,,,6,37,,,,183701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1415,483,383,100,26,216,122,137,295,136,0,0,34.13,27.07,7.07,1.84,15.27,8.62,9.68,20.85,9.61,0,0
6037183702,14000US06037183702,Census Tract 1837.02,"Census Tract 1837.02, Los Angeles County, California",ca,140,0,ACSSF,4243,,,,,6,37,,,,183702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133,653,594,59,39,23,34,135,153,42,54,0,57.63,52.43,5.21,3.44,2.03,3,11.92,13.5,3.71,4.77,0
6037183810,14000US06037183810,Census Tract 1838.10,"Census Tract 1838.10, Los Angeles County, California",ca,140,0,ACSSF,4244,,,,,6,37,,,,183810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426,429,301,128,64,107,114,344,294,74,0,0,30.08,21.11,8.98,4.49,7.5,7.99,24.12,20.62,5.19,0,0
6037183820,14000US06037183820,Census Tract 1838.20,"Census Tract 1838.20, Los Angeles County, California",ca,140,0,ACSSF,4245,,,,,6,37,,,,183820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,332,275,57,0,84,145,325,204,65,0,0,28.74,23.81,4.94,0,7.27,12.55,28.14,17.66,5.63,0,0
6037185100,14000US06037185100,Census Tract 1851,"Census Tract 1851, Los Angeles County, California",ca,140,0,ACSSF,4246,,,,,6,37,,,,185100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2436,1983,1885,98,134,46,180,28,65,0,0,0,81.4,77.38,4.02,5.5,1.89,7.39,1.15,2.67,0,0,0
6037185202,14000US06037185202,Census Tract 1852.02,"Census Tract 1852.02, Los Angeles County, California",ca,140,0,ACSSF,4247,,,,,6,37,,,,185202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1442,962,851,111,117,119,78,42,86,38,0,0,66.71,59.02,7.7,8.11,8.25,5.41,2.91,5.96,2.64,0,0
6037185203,14000US06037185203,Census Tract 1852.03,"Census Tract 1852.03, Los Angeles County, California",ca,140,0,ACSSF,4248,,,,,6,37,,,,185203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1063,799,711,88,58,52,34,0,18,85,17,0,75.16,66.89,8.28,5.46,4.89,3.2,0,1.69,8,1.6,0
6037185204,14000US06037185204,Census Tract 1852.04,"Census Tract 1852.04, Los Angeles County, California",ca,140,0,ACSSF,4249,,,,,6,37,,,,185204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,723,668,55,14,15,0,6,0,0,0,0,95.38,88.13,7.26,1.85,1.98,0,0.79,0,0,0,0
6037185310,14000US06037185310,Census Tract 1853.10,"Census Tract 1853.10, Los Angeles County, California",ca,140,0,ACSSF,4250,,,,,6,37,,,,185310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908,672,523,149,94,63,44,12,23,0,0,0,74.01,57.6,16.41,10.35,6.94,4.85,1.32,2.53,0,0,0
6037185320,14000US06037185320,Census Tract 1853.20,"Census Tract 1853.20, Los Angeles County, California",ca,140,0,ACSSF,4251,,,,,6,37,,,,185320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937,689,609,80,44,34,30,31,79,0,30,0,73.53,64.99,8.54,4.7,3.63,3.2,3.31,8.43,0,3.2,0
6037186100,14000US06037186100,Census Tract 1861,"Census Tract 1861, Los Angeles County, California",ca,140,0,ACSSF,4252,,,,,6,37,,,,186100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1441,1340,101,103,227,65,42,7,15,0,0,75.84,70.53,5.32,5.42,11.95,3.42,2.21,0.37,0.79,0,0
6037186201,14000US06037186201,Census Tract 1862.01,"Census Tract 1862.01, Los Angeles County, California",ca,140,0,ACSSF,4253,,,,,6,37,,,,186201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1302,349,271,78,122,53,40,86,351,293,0,8,26.8,20.81,5.99,9.37,4.07,3.07,6.61,26.96,22.5,0,0.61
6037186202,14000US06037186202,Census Tract 1862.02,"Census Tract 1862.02, Los Angeles County, California",ca,140,0,ACSSF,4254,,,,,6,37,,,,186202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772,515,470,45,33,11,8,19,146,40,0,0,66.71,60.88,5.83,4.27,1.42,1.04,2.46,18.91,5.18,0,0
6037186203,14000US06037186203,Census Tract 1862.03,"Census Tract 1862.03, Los Angeles County, California",ca,140,0,ACSSF,4255,,,,,6,37,,,,186203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1156,1106,1087,19,23,0,0,0,0,0,27,0,95.67,94.03,1.64,1.99,0,0,0,0,0,2.34,0
6037186301,14000US06037186301,Census Tract 1863.01,"Census Tract 1863.01, Los Angeles County, California",ca,140,0,ACSSF,4256,,,,,6,37,,,,186301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961,352,330,22,54,73,99,285,98,0,0,0,36.63,34.34,2.29,5.62,7.6,10.3,29.66,10.2,0,0,0
6037186302,14000US06037186302,Census Tract 1863.02,"Census Tract 1863.02, Los Angeles County, California",ca,140,0,ACSSF,4257,,,,,6,37,,,,186302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990,1488,1392,96,142,173,43,56,51,29,8,0,74.77,69.95,4.82,7.14,8.69,2.16,2.81,2.56,1.46,0.4,0
6037186401,14000US06037186401,Census Tract 1864.01,"Census Tract 1864.01, Los Angeles County, California",ca,140,0,ACSSF,4258,,,,,6,37,,,,186401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054,398,316,82,61,54,123,216,48,154,0,0,37.76,29.98,7.78,5.79,5.12,11.67,20.49,4.55,14.61,0,0
6037186403,14000US06037186403,Census Tract 1864.03,"Census Tract 1864.03, Los Angeles County, California",ca,140,0,ACSSF,4259,,,,,6,37,,,,186403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869,549,506,43,112,61,38,78,13,5,13,0,63.18,58.23,4.95,12.89,7.02,4.37,8.98,1.5,0.58,1.5,0
6037186404,14000US06037186404,Census Tract 1864.04,"Census Tract 1864.04, Los Angeles County, California",ca,140,0,ACSSF,4260,,,,,6,37,,,,186404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812,482,425,57,46,79,16,53,77,59,0,0,59.36,52.34,7.02,5.67,9.73,1.97,6.53,9.48,7.27,0,0
6037187101,14000US06037187101,Census Tract 1871.01,"Census Tract 1871.01, Los Angeles County, California",ca,140,0,ACSSF,4261,,,,,6,37,,,,187101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340,1030,832,198,41,41,177,45,0,6,0,0,76.87,62.09,14.78,3.06,3.06,13.21,3.36,0,0.45,0,0
6037187102,14000US06037187102,Census Tract 1871.02,"Census Tract 1871.02, Los Angeles County, California",ca,140,0,ACSSF,4262,,,,,6,37,,,,187102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1379,806,707,99,42,97,87,123,81,134,9,0,58.45,51.27,7.18,3.05,7.03,6.31,8.92,5.87,9.72,0.65,0
6037187200,14000US06037187200,Census Tract 1872,"Census Tract 1872, Los Angeles County, California",ca,140,0,ACSSF,4263,,,,,6,37,,,,187200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994,719,598,121,44,93,53,76,6,0,3,0,72.33,60.16,12.17,4.43,9.36,5.33,7.65,0.6,0,0.3,0
6037187300,14000US06037187300,Census Tract 1873,"Census Tract 1873, Los Angeles County, California",ca,140,0,ACSSF,4264,,,,,6,37,,,,187300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1626,975,817,158,182,213,45,53,55,94,9,0,59.96,50.25,9.72,11.19,13.1,2.77,3.26,3.38,5.78,0.55,0
6037188100,14000US06037188100,Census Tract 1881,"Census Tract 1881, Los Angeles County, California",ca,140,0,ACSSF,4265,,,,,6,37,,,,188100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1841,754,626,128,114,232,155,112,112,362,0,0,40.96,34,6.95,6.19,12.6,8.42,6.08,6.08,19.66,0,0
6037188201,14000US06037188201,Census Tract 1882.01,"Census Tract 1882.01, Los Angeles County, California",ca,140,0,ACSSF,4266,,,,,6,37,,,,188201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2062,410,275,135,71,123,202,486,330,440,0,0,19.88,13.34,6.55,3.44,5.97,9.8,23.57,16,21.34,0,0
6037188202,14000US06037188202,Census Tract 1882.02,"Census Tract 1882.02, Los Angeles County, California",ca,140,0,ACSSF,4267,,,,,6,37,,,,188202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298,713,704,9,0,45,49,133,169,189,0,0,54.93,54.24,0.69,0,3.47,3.78,10.25,13.02,14.56,0,0
6037188300,14000US06037188300,Census Tract 1883,"Census Tract 1883, Los Angeles County, California",ca,140,0,ACSSF,4268,,,,,6,37,,,,188300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1534,1182,998,184,286,31,29,6,0,0,0,0,77.05,65.06,11.99,18.64,2.02,1.89,0.39,0,0,0,0
6037189101,14000US06037189101,Census Tract 1891.01,"Census Tract 1891.01, Los Angeles County, California",ca,140,0,ACSSF,4269,,,,,6,37,,,,189101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1524,361,267,94,75,248,265,288,208,79,0,0,23.69,17.52,6.17,4.92,16.27,17.39,18.9,13.65,5.18,0,0
6037189102,14000US06037189102,Census Tract 1891.02,"Census Tract 1891.02, Los Angeles County, California",ca,140,0,ACSSF,4270,,,,,6,37,,,,189102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2059,309,231,78,31,149,282,393,646,249,0,0,15.01,11.22,3.79,1.51,7.24,13.7,19.09,31.37,12.09,0,0
6037189201,14000US06037189201,Census Tract 1892.01,"Census Tract 1892.01, Los Angeles County, California",ca,140,0,ACSSF,4271,,,,,6,37,,,,189201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098,175,158,17,18,164,411,332,463,535,0,0,8.34,7.53,0.81,0.86,7.82,19.59,15.82,22.07,25.5,0,0
6037189202,14000US06037189202,Census Tract 1892.02,"Census Tract 1892.02, Los Angeles County, California",ca,140,0,ACSSF,4272,,,,,6,37,,,,189202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1366,754,700,54,81,57,221,164,72,0,17,0,55.2,51.24,3.95,5.93,4.17,16.18,12.01,5.27,0,1.24,0
6037189300,14000US06037189300,Census Tract 1893,"Census Tract 1893, Los Angeles County, California",ca,140,0,ACSSF,4273,,,,,6,37,,,,189300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1423,1292,1280,12,26,13,31,0,38,0,23,0,90.79,89.95,0.84,1.83,0.91,2.18,0,2.67,0,1.62,0
6037189400,14000US06037189400,Census Tract 1894,"Census Tract 1894, Los Angeles County, California",ca,140,0,ACSSF,4274,,,,,6,37,,,,189400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050,1501,1438,63,66,167,147,151,9,9,0,0,73.22,70.15,3.07,3.22,8.15,7.17,7.37,0.44,0.44,0,0
6037189500,14000US06037189500,Census Tract 1895,"Census Tract 1895, Los Angeles County, California",ca,140,0,ACSSF,4275,,,,,6,37,,,,189500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3017,299,239,60,100,194,378,645,977,424,0,0,9.91,7.92,1.99,3.31,6.43,12.53,21.38,32.38,14.05,0,0
6037189600,14000US06037189600,Census Tract 1896,"Census Tract 1896, Los Angeles County, California",ca,140,0,ACSSF,4276,,,,,6,37,,,,189600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2286,927,839,88,39,158,130,473,417,142,0,0,40.55,36.7,3.85,1.71,6.91,5.69,20.69,18.24,6.21,0,0
6037189701,14000US06037189701,Census Tract 1897.01,"Census Tract 1897.01, Los Angeles County, California",ca,140,0,ACSSF,4277,,,,,6,37,,,,189701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2680,961,906,55,0,33,104,69,479,1034,0,0,35.86,33.81,2.05,0,1.23,3.88,2.57,17.87,38.58,0,0
6037189702,14000US06037189702,Census Tract 1897.02,"Census Tract 1897.02, Los Angeles County, California",ca,140,0,ACSSF,4278,,,,,6,37,,,,189702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599,666,516,150,133,25,63,203,193,316,0,0,41.65,32.27,9.38,8.32,1.56,3.94,12.7,12.07,19.76,0,0
6037189800,14000US06037189800,Census Tract 1898,"Census Tract 1898, Los Angeles County, California",ca,140,0,ACSSF,4279,,,,,6,37,,,,189800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2798,483,457,26,89,55,326,533,846,442,24,0,17.26,16.33,0.93,3.18,1.97,11.65,19.05,30.24,15.8,0.86,0
6037189902,14000US06037189902,Census Tract 1899.02,"Census Tract 1899.02, Los Angeles County, California",ca,140,0,ACSSF,4280,,,,,6,37,,,,189902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3283,168,59,109,52,215,383,461,1210,794,0,0,5.12,1.8,3.32,1.58,6.55,11.67,14.04,36.86,24.19,0,0
6037189903,14000US06037189903,Census Tract 1899.03,"Census Tract 1899.03, Los Angeles County, California",ca,140,0,ACSSF,4281,,,,,6,37,,,,189903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1652,28,28,0,0,0,0,0,326,1298,0,0,1.69,1.69,0,0,0,0,0,19.73,78.57,0,0
6037189904,14000US06037189904,Census Tract 1899.04,"Census Tract 1899.04, Los Angeles County, California",ca,140,0,ACSSF,4282,,,,,6,37,,,,189904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1701,33,14,19,8,0,125,241,707,587,0,0,1.94,0.82,1.12,0.47,0,7.35,14.17,41.56,34.51,0,0
6037189905,14000US06037189905,Census Tract 1899.05,"Census Tract 1899.05, Los Angeles County, California",ca,140,0,ACSSF,4283,,,,,6,37,,,,189905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1588,163,146,17,29,8,90,196,386,716,0,0,10.26,9.19,1.07,1.83,0.5,5.67,12.34,24.31,45.09,0,0
6037190100,14000US06037190100,Census Tract 1901,"Census Tract 1901, Los Angeles County, California",ca,140,0,ACSSF,4284,,,,,6,37,,,,190100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3075,65,50,15,70,89,207,579,1289,760,0,16,2.11,1.63,0.49,2.28,2.89,6.73,18.83,41.92,24.72,0,0.52
6037190201,14000US06037190201,Census Tract 1902.01,"Census Tract 1902.01, Los Angeles County, California",ca,140,0,ACSSF,4285,,,,,6,37,,,,190201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640,9,0,9,8,95,35,130,478,885,0,0,0.55,0,0.55,0.49,5.79,2.13,7.93,29.15,53.96,0,0
6037190202,14000US06037190202,Census Tract 1902.02,"Census Tract 1902.02, Los Angeles County, California",ca,140,0,ACSSF,4286,,,,,6,37,,,,190202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2745,30,30,0,43,75,37,156,398,2006,0,0,1.09,1.09,0,1.57,2.73,1.35,5.68,14.5,73.08,0,0
6037190301,14000US06037190301,Census Tract 1903.01,"Census Tract 1903.01, Los Angeles County, California",ca,140,0,ACSSF,4287,,,,,6,37,,,,190301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3154,276,193,83,13,75,214,509,986,1081,0,0,8.75,6.12,2.63,0.41,2.38,6.79,16.14,31.26,34.27,0,0
6037190401,14000US06037190401,Census Tract 1904.01,"Census Tract 1904.01, Los Angeles County, California",ca,140,0,ACSSF,4288,,,,,6,37,,,,190401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890,24,24,0,0,73,103,729,812,149,0,0,1.27,1.27,0,0,3.86,5.45,38.57,42.96,7.88,0,0
6037190402,14000US06037190402,Census Tract 1904.02,"Census Tract 1904.02, Los Angeles County, California",ca,140,0,ACSSF,4289,,,,,6,37,,,,190402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1438,88,88,0,0,53,111,285,510,391,0,0,6.12,6.12,0,0,3.69,7.72,19.82,35.47,27.19,0,0
6037190510,14000US06037190510,Census Tract 1905.10,"Census Tract 1905.10, Los Angeles County, California",ca,140,0,ACSSF,4290,,,,,6,37,,,,190510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996,43,32,11,0,39,102,421,846,545,0,0,2.15,1.6,0.55,0,1.95,5.11,21.09,42.38,27.3,0,0
6037190520,14000US06037190520,Census Tract 1905.20,"Census Tract 1905.20, Los Angeles County, California",ca,140,0,ACSSF,4291,,,,,6,37,,,,190520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1709,224,126,98,35,83,214,368,497,288,0,0,13.11,7.37,5.73,2.05,4.86,12.52,21.53,29.08,16.85,0,0
6037190700,14000US06037190700,Census Tract 1907,"Census Tract 1907, Los Angeles County, California",ca,140,0,ACSSF,4292,,,,,6,37,,,,190700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2136,367,343,24,55,56,117,282,437,822,0,0,17.18,16.06,1.12,2.57,2.62,5.48,13.2,20.46,38.48,0,0
6037190801,14000US06037190801,Census Tract 1908.01,"Census Tract 1908.01, Los Angeles County, California",ca,140,0,ACSSF,4293,,,,,6,37,,,,190801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1438,112,75,37,6,92,127,252,426,423,0,0,7.79,5.22,2.57,0.42,6.4,8.83,17.52,29.62,29.42,0,0
6037190802,14000US06037190802,Census Tract 1908.02,"Census Tract 1908.02, Los Angeles County, California",ca,140,0,ACSSF,4294,,,,,6,37,,,,190802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1546,229,187,42,19,120,164,245,345,405,0,19,14.81,12.1,2.72,1.23,7.76,10.61,15.85,22.32,26.2,0,1.23
6037190901,14000US06037190901,Census Tract 1909.01,"Census Tract 1909.01, Los Angeles County, California",ca,140,0,ACSSF,4295,,,,,6,37,,,,190901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1597,196,124,72,43,96,396,460,380,17,9,0,12.27,7.76,4.51,2.69,6.01,24.8,28.8,23.79,1.06,0.56,0
6037190902,14000US06037190902,Census Tract 1909.02,"Census Tract 1909.02, Los Angeles County, California",ca,140,0,ACSSF,4296,,,,,6,37,,,,190902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1739,163,99,64,174,159,583,477,144,39,0,0,9.37,5.69,3.68,10.01,9.14,33.53,27.43,8.28,2.24,0,0
6037191000,14000US06037191000,Census Tract 1910,"Census Tract 1910, Los Angeles County, California",ca,140,0,ACSSF,4297,,,,,6,37,,,,191000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3608,126,102,24,44,84,225,433,526,2170,0,0,3.49,2.83,0.67,1.22,2.33,6.24,12,14.58,60.14,0,0
6037191110,14000US06037191110,Census Tract 1911.10,"Census Tract 1911.10, Los Angeles County, California",ca,140,0,ACSSF,4298,,,,,6,37,,,,191110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215,152,104,48,66,50,84,307,358,198,0,0,12.51,8.56,3.95,5.43,4.12,6.91,25.27,29.47,16.3,0,0
6037191120,14000US06037191120,Census Tract 1911.20,"Census Tract 1911.20, Los Angeles County, California",ca,140,0,ACSSF,4299,,,,,6,37,,,,191120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1685,295,194,101,29,262,360,492,183,8,25,31,17.51,11.51,5.99,1.72,15.55,21.36,29.2,10.86,0.47,1.48,1.84
6037191201,14000US06037191201,Census Tract 1912.01,"Census Tract 1912.01, Los Angeles County, California",ca,140,0,ACSSF,4300,,,,,6,37,,,,191201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1841,277,175,102,84,68,303,288,588,233,0,0,15.05,9.51,5.54,4.56,3.69,16.46,15.64,31.94,12.66,0,0
6037191203,14000US06037191203,Census Tract 1912.03,"Census Tract 1912.03, Los Angeles County, California",ca,140,0,ACSSF,4301,,,,,6,37,,,,191203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1293,97,79,18,20,18,170,489,441,58,0,0,7.5,6.11,1.39,1.55,1.39,13.15,37.82,34.11,4.49,0,0
6037191204,14000US06037191204,Census Tract 1912.04,"Census Tract 1912.04, Los Angeles County, California",ca,140,0,ACSSF,4302,,,,,6,37,,,,191204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893,253,100,153,33,98,125,147,200,37,0,0,28.33,11.2,17.13,3.7,10.97,14,16.46,22.4,4.14,0,0
6037191301,14000US06037191301,Census Tract 1913.01,"Census Tract 1913.01, Los Angeles County, California",ca,140,0,ACSSF,4303,,,,,6,37,,,,191301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981,294,159,135,53,114,117,168,173,62,0,0,29.97,16.21,13.76,5.4,11.62,11.93,17.13,17.64,6.32,0,0
6037191302,14000US06037191302,Census Tract 1913.02,"Census Tract 1913.02, Los Angeles County, California",ca,140,0,ACSSF,4304,,,,,6,37,,,,191302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,225,117,108,26,146,168,126,243,68,0,0,22.46,11.68,10.78,2.59,14.57,16.77,12.57,24.25,6.79,0,0
6037191410,14000US06037191410,Census Tract 1914.10,"Census Tract 1914.10, Los Angeles County, California",ca,140,0,ACSSF,4305,,,,,6,37,,,,191410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1838,358,105,253,21,137,155,455,474,238,0,0,19.48,5.71,13.76,1.14,7.45,8.43,24.76,25.79,12.95,0,0
6037191420,14000US06037191420,Census Tract 1914.20,"Census Tract 1914.20, Los Angeles County, California",ca,140,0,ACSSF,4306,,,,,6,37,,,,191420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237,307,164,143,111,70,100,325,178,146,0,0,24.82,13.26,11.56,8.97,5.66,8.08,26.27,14.39,11.8,0,0
6037191500,14000US06037191500,Census Tract 1915,"Census Tract 1915, Los Angeles County, California",ca,140,0,ACSSF,4307,,,,,6,37,,,,191500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1907,522,402,120,66,165,144,341,433,236,0,0,27.37,21.08,6.29,3.46,8.65,7.55,17.88,22.71,12.38,0,0
6037191610,14000US06037191610,Census Tract 1916.10,"Census Tract 1916.10, Los Angeles County, California",ca,140,0,ACSSF,4308,,,,,6,37,,,,191610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1598,314,143,171,38,160,454,423,153,56,0,0,19.65,8.95,10.7,2.38,10.01,28.41,26.47,9.57,3.5,0,0
6037191620,14000US06037191620,Census Tract 1916.20,"Census Tract 1916.20, Los Angeles County, California",ca,140,0,ACSSF,4309,,,,,6,37,,,,191620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238,150,116,34,56,78,216,367,148,223,0,0,12.12,9.37,2.75,4.52,6.3,17.45,29.64,11.95,18.01,0,0
6037191710,14000US06037191710,Census Tract 1917.10,"Census Tract 1917.10, Los Angeles County, California",ca,140,0,ACSSF,4310,,,,,6,37,,,,191710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1372,215,115,100,81,161,134,199,398,184,0,0,15.67,8.38,7.29,5.9,11.73,9.77,14.5,29.01,13.41,0,0
6037191720,14000US06037191720,Census Tract 1917.20,"Census Tract 1917.20, Los Angeles County, California",ca,140,0,ACSSF,4311,,,,,6,37,,,,191720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1372,173,144,29,103,66,167,202,403,258,0,0,12.61,10.5,2.11,7.51,4.81,12.17,14.72,29.37,18.8,0,0
6037191810,14000US06037191810,Census Tract 1918.10,"Census Tract 1918.10, Los Angeles County, California",ca,140,0,ACSSF,4312,,,,,6,37,,,,191810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1407,232,168,64,76,116,511,286,146,40,0,0,16.49,11.94,4.55,5.4,8.24,36.32,20.33,10.38,2.84,0,0
