Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A10032_001,SE_A10032_002,SE_A10032_003,SE_A10032_004,SE_A10032_005,SE_A10032_006,SE_A10032_007,SE_A10032_008,SE_A10032_009,SE_A10032_010,SE_A10032_011,SE_A10032_012,PCT_SE_A10032_002,PCT_SE_A10032_003,PCT_SE_A10032_004,PCT_SE_A10032_005,PCT_SE_A10032_006,PCT_SE_A10032_007,PCT_SE_A10032_008,PCT_SE_A10032_009,PCT_SE_A10032_010,PCT_SE_A10032_011,PCT_SE_A10032_012
6037101110,14000US06037101110,Census Tract 1011.10,"Census Tract 1011.10, Los Angeles County, California",ca,140,0,ACSSF,3871,,,,,6,37,,,,101110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1749,1209,1156,53,77,138,74,102,100,0,26,23,69.13,66.09,3.03,4.4,7.89,4.23,5.83,5.72,0,1.49,1.32
6037101122,14000US06037101122,Census Tract 1011.22,"Census Tract 1011.22, Los Angeles County, California",ca,140,0,ACSSF,3872,,,,,6,37,,,,101122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1396,1396,1396,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0
6037101210,14000US06037101210,Census Tract 1012.10,"Census Tract 1012.10, Los Angeles County, California",ca,140,0,ACSSF,3873,,,,,6,37,,,,101210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2392,478,318,160,58,103,414,841,469,29,0,0,19.98,13.29,6.69,2.42,4.31,17.31,35.16,19.61,1.21,0,0
6037101220,14000US06037101220,Census Tract 1012.20,"Census Tract 1012.20, Los Angeles County, California",ca,140,0,ACSSF,3874,,,,,6,37,,,,101220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1384,813,717,96,1,99,179,166,97,29,0,0,58.74,51.81,6.94,0.07,7.15,12.93,11.99,7.01,2.1,0,0
6037101300,14000US06037101300,Census Tract 1013,"Census Tract 1013, Los Angeles County, California",ca,140,0,ACSSF,3875,,,,,6,37,,,,101300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601,1575,1481,94,0,8,0,9,0,0,9,0,98.38,92.5,5.87,0,0.5,0,0.56,0,0,0.56,0
6037101400,14000US06037101400,Census Tract 1014,"Census Tract 1014, Los Angeles County, California",ca,140,0,ACSSF,3876,,,,,6,37,,,,101400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584,1428,1345,83,0,0,37,37,69,0,13,0,90.15,84.91,5.24,0,0,2.34,2.34,4.36,0,0.82,0
6037102103,14000US06037102103,Census Tract 1021.03,"Census Tract 1021.03, Los Angeles County, California",ca,140,0,ACSSF,3877,,,,,6,37,,,,102103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742,609,609,0,0,12,0,7,45,69,0,0,82.08,82.08,0,0,1.62,0,0.94,6.06,9.3,0,0
6037102104,14000US06037102104,Census Tract 1021.04,"Census Tract 1021.04, Los Angeles County, California",ca,140,0,ACSSF,3878,,,,,6,37,,,,102104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1343,1060,651,409,0,62,21,94,0,62,44,0,78.93,48.47,30.45,0,4.62,1.56,7,0,4.62,3.28,0
6037102105,14000US06037102105,Census Tract 1021.05,"Census Tract 1021.05, Los Angeles County, California",ca,140,0,ACSSF,3879,,,,,6,37,,,,102105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584,435,398,37,15,10,23,39,41,21,0,0,74.49,68.15,6.34,2.57,1.71,3.94,6.68,7.02,3.6,0,0
6037102107,14000US06037102107,Census Tract 1021.07,"Census Tract 1021.07, Los Angeles County, California",ca,140,0,ACSSF,3880,,,,,6,37,,,,102107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1379,1239,1108,131,0,17,50,26,32,15,0,0,89.85,80.35,9.5,0,1.23,3.63,1.89,2.32,1.09,0,0
6037103101,14000US06037103101,Census Tract 1031.01,"Census Tract 1031.01, Los Angeles County, California",ca,140,0,ACSSF,3881,,,,,6,37,,,,103101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984,984,984,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0
6037103102,14000US06037103102,Census Tract 1031.02,"Census Tract 1031.02, Los Angeles County, California",ca,140,0,ACSSF,3882,,,,,6,37,,,,103102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1736,1571,1540,31,10,36,0,0,21,80,18,0,90.5,88.71,1.79,0.58,2.07,0,0,1.21,4.61,1.04,0
6037103200,14000US06037103200,Census Tract 1032,"Census Tract 1032, Los Angeles County, California",ca,140,0,ACSSF,3883,,,,,6,37,,,,103200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2351,1711,1711,0,0,16,0,142,226,92,164,0,72.78,72.78,0,0,0.68,0,6.04,9.61,3.91,6.98,0
6037103300,14000US06037103300,Census Tract 1033,"Census Tract 1033, Los Angeles County, California",ca,140,0,ACSSF,3884,,,,,6,37,,,,103300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1389,1378,1350,28,0,0,0,0,11,0,0,0,99.21,97.19,2.02,0,0,0,0,0.79,0,0,0
6037103400,14000US06037103400,Census Tract 1034,"Census Tract 1034, Los Angeles County, California",ca,140,0,ACSSF,3885,,,,,6,37,,,,103400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2543,1931,1713,218,54,91,96,95,54,81,114,27,75.93,67.36,8.57,2.12,3.58,3.78,3.74,2.12,3.19,4.48,1.06
6037104103,14000US06037104103,Census Tract 1041.03,"Census Tract 1041.03, Los Angeles County, California",ca,140,0,ACSSF,3886,,,,,6,37,,,,104103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884,876,845,31,0,0,0,0,0,0,8,0,99.1,95.59,3.51,0,0,0,0,0,0,0.9,0
6037104105,14000US06037104105,Census Tract 1041.05,"Census Tract 1041.05, Los Angeles County, California",ca,140,0,ACSSF,3887,,,,,6,37,,,,104105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1691,826,629,197,31,254,73,90,113,265,39,0,48.85,37.2,11.65,1.83,15.02,4.32,5.32,6.68,15.67,2.31,0
6037104108,14000US06037104108,Census Tract 1041.08,"Census Tract 1041.08, Los Angeles County, California",ca,140,0,ACSSF,3888,,,,,6,37,,,,104108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1483,595,567,28,0,9,75,129,192,402,81,0,40.12,38.23,1.89,0,0.61,5.06,8.7,12.95,27.11,5.46,0
6037104124,14000US06037104124,Census Tract 1041.24,"Census Tract 1041.24, Los Angeles County, California",ca,140,0,ACSSF,3889,,,,,6,37,,,,104124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1354,1202,988,214,0,14,23,0,61,36,18,0,88.77,72.97,15.81,0,1.03,1.7,0,4.51,2.66,1.33,0
6037104201,14000US06037104201,Census Tract 1042.01,"Census Tract 1042.01, Los Angeles County, California",ca,140,0,ACSSF,3890,,,,,6,37,,,,104201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941,892,783,109,5,0,0,21,0,17,6,0,94.79,83.21,11.58,0.53,0,0,2.23,0,1.81,0.64,0
6037104203,14000US06037104203,Census Tract 1042.03,"Census Tract 1042.03, Los Angeles County, California",ca,140,0,ACSSF,3891,,,,,6,37,,,,104203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184,826,737,89,0,10,8,57,94,189,0,0,69.76,62.25,7.52,0,0.84,0.68,4.81,7.94,15.96,0,0
6037104204,14000US06037104204,Census Tract 1042.04,"Census Tract 1042.04, Los Angeles County, California",ca,140,0,ACSSF,3892,,,,,6,37,,,,104204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786,400,381,19,0,22,43,26,10,34,245,6,50.89,48.47,2.42,0,2.8,5.47,3.31,1.27,4.33,31.17,0.76
6037104310,14000US06037104310,Census Tract 1043.10,"Census Tract 1043.10, Los Angeles County, California",ca,140,0,ACSSF,3893,,,,,6,37,,,,104310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874,847,771,76,0,0,0,0,0,0,11,16,96.91,88.22,8.7,0,0,0,0,0,0,1.26,1.83
6037104320,14000US06037104320,Census Tract 1043.20,"Census Tract 1043.20, Los Angeles County, California",ca,140,0,ACSSF,3894,,,,,6,37,,,,104320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380,1082,1004,78,15,40,55,42,6,92,48,0,78.41,72.75,5.65,1.09,2.9,3.99,3.04,0.43,6.67,3.48,0
6037104401,14000US06037104401,Census Tract 1044.01,"Census Tract 1044.01, Los Angeles County, California",ca,140,0,ACSSF,3895,,,,,6,37,,,,104401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697,665,618,47,6,12,14,0,0,0,0,0,95.41,88.67,6.74,0.86,1.72,2.01,0,0,0,0,0
6037104403,14000US06037104403,Census Tract 1044.03,"Census Tract 1044.03, Los Angeles County, California",ca,140,0,ACSSF,3896,,,,,6,37,,,,104403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710,698,624,74,0,0,0,0,12,0,0,0,98.31,87.89,10.42,0,0,0,0,1.69,0,0,0
6037104404,14000US06037104404,Census Tract 1044.04,"Census Tract 1044.04, Los Angeles County, California",ca,140,0,ACSSF,3897,,,,,6,37,,,,104404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,545,507,38,21,0,12,89,0,41,0,0,76.98,71.61,5.37,2.97,0,1.69,12.57,0,5.79,0,0
6037104500,14000US06037104500,Census Tract 1045,"Census Tract 1045, Los Angeles County, California",ca,140,0,ACSSF,3898,,,,,6,37,,,,104500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668,632,591,41,0,0,0,36,0,0,0,0,94.61,88.47,6.14,0,0,0,5.39,0,0,0,0
6037104610,14000US06037104610,Census Tract 1046.10,"Census Tract 1046.10, Los Angeles County, California",ca,140,0,ACSSF,3899,,,,,6,37,,,,104610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751,703,667,36,15,11,0,22,0,0,0,0,93.61,88.81,4.79,2,1.46,0,2.93,0,0,0,0
6037104620,14000US06037104620,Census Tract 1046.20,"Census Tract 1046.20, Los Angeles County, California",ca,140,0,ACSSF,3900,,,,,6,37,,,,104620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680,668,620,48,9,0,0,0,0,0,3,0,98.24,91.18,7.06,1.32,0,0,0,0,0,0.44,0
6037104701,14000US06037104701,Census Tract 1047.01,"Census Tract 1047.01, Los Angeles County, California",ca,140,0,ACSSF,3901,,,,,6,37,,,,104701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963,407,362,45,45,69,144,127,41,121,9,0,42.26,37.59,4.67,4.67,7.17,14.95,13.19,4.26,12.56,0.93,0
6037104703,14000US06037104703,Census Tract 1047.03,"Census Tract 1047.03, Los Angeles County, California",ca,140,0,ACSSF,3902,,,,,6,37,,,,104703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664,238,238,0,15,4,0,88,116,113,90,0,35.84,35.84,0,2.26,0.6,0,13.25,17.47,17.02,13.55,0
6037104704,14000US06037104704,Census Tract 1047.04,"Census Tract 1047.04, Los Angeles County, California",ca,140,0,ACSSF,3903,,,,,6,37,,,,104704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1246,562,384,178,0,0,45,65,67,150,357,0,45.1,30.82,14.29,0,0,3.61,5.22,5.38,12.04,28.65,0
6037104810,14000US06037104810,Census Tract 1048.10,"Census Tract 1048.10, Los Angeles County, California",ca,140,0,ACSSF,3904,,,,,6,37,,,,104810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1118,1067,1030,37,0,23,0,28,0,0,0,0,95.44,92.13,3.31,0,2.06,0,2.5,0,0,0,0
6037104821,14000US06037104821,Census Tract 1048.21,"Census Tract 1048.21, Los Angeles County, California",ca,140,0,ACSSF,3905,,,,,6,37,,,,104821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822,574,517,57,5,0,72,49,10,100,12,0,69.83,62.9,6.93,0.61,0,8.76,5.96,1.22,12.17,1.46,0
6037104822,14000US06037104822,Census Tract 1048.22,"Census Tract 1048.22, Los Angeles County, California",ca,140,0,ACSSF,3906,,,,,6,37,,,,104822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649,292,250,42,27,7,0,72,160,91,0,0,44.99,38.52,6.47,4.16,1.08,0,11.09,24.65,14.02,0,0
6037106010,14000US06037106010,Census Tract 1060.10,"Census Tract 1060.10, Los Angeles County, California",ca,140,0,ACSSF,3907,,,,,6,37,,,,106010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987,898,799,99,0,20,10,8,12,18,5,16,90.98,80.95,10.03,0,2.03,1.01,0.81,1.22,1.82,0.51,1.62
6037106020,14000US06037106020,Census Tract 1060.20,"Census Tract 1060.20, Los Angeles County, California",ca,140,0,ACSSF,3908,,,,,6,37,,,,106020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1474,1446,1410,36,0,0,28,0,0,0,0,0,98.1,95.66,2.44,0,0,1.9,0,0,0,0,0
6037106111,14000US06037106111,Census Tract 1061.11,"Census Tract 1061.11, Los Angeles County, California",ca,140,0,ACSSF,3909,,,,,6,37,,,,106111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420,1167,1167,0,0,0,0,0,9,0,244,0,82.18,82.18,0,0,0,0,0,0.63,0,17.18,0
6037106112,14000US06037106112,Census Tract 1061.12,"Census Tract 1061.12, Los Angeles County, California",ca,140,0,ACSSF,3910,,,,,6,37,,,,106112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1524,1478,1386,92,3,0,33,0,10,0,0,0,96.98,90.94,6.04,0.2,0,2.17,0,0.66,0,0,0
6037106113,14000US06037106113,Census Tract 1061.13,"Census Tract 1061.13, Los Angeles County, California",ca,140,0,ACSSF,3911,,,,,6,37,,,,106113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1079,1023,912,111,0,0,0,0,18,38,0,0,94.81,84.52,10.29,0,0,0,0,1.67,3.52,0,0
6037106114,14000US06037106114,Census Tract 1061.14,"Census Tract 1061.14, Los Angeles County, California",ca,140,0,ACSSF,3912,,,,,6,37,,,,106114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1673,810,538,272,17,72,54,175,355,190,0,0,48.42,32.16,16.26,1.02,4.3,3.23,10.46,21.22,11.36,0,0
6037106403,14000US06037106403,Census Tract 1064.03,"Census Tract 1064.03, Los Angeles County, California",ca,140,0,ACSSF,3913,,,,,6,37,,,,106403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936,936,903,33,0,0,0,0,0,0,0,0,100,96.47,3.53,0,0,0,0,0,0,0,0
6037106405,14000US06037106405,Census Tract 1064.05,"Census Tract 1064.05, Los Angeles County, California",ca,140,0,ACSSF,3914,,,,,6,37,,,,106405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233,828,479,349,0,54,36,125,157,33,0,0,67.15,38.85,28.3,0,4.38,2.92,10.14,12.73,2.68,0,0
6037106406,14000US06037106406,Census Tract 1064.06,"Census Tract 1064.06, Los Angeles County, California",ca,140,0,ACSSF,3915,,,,,6,37,,,,106406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1774,1169,1047,122,0,0,28,58,31,21,467,0,65.9,59.02,6.88,0,0,1.58,3.27,1.75,1.18,26.32,0
6037106407,14000US06037106407,Census Tract 1064.07,"Census Tract 1064.07, Los Angeles County, California",ca,140,0,ACSSF,3916,,,,,6,37,,,,106407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958,246,11,235,10,13,48,72,212,357,0,0,25.68,1.15,24.53,1.04,1.36,5.01,7.52,22.13,37.27,0,0
6037106408,14000US06037106408,Census Tract 1064.08,"Census Tract 1064.08, Los Angeles County, California",ca,140,0,ACSSF,3917,,,,,6,37,,,,106408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051,237,52,185,23,25,76,231,208,251,0,0,22.55,4.95,17.6,2.19,2.38,7.23,21.98,19.79,23.88,0,0
6037106510,14000US06037106510,Census Tract 1065.10,"Census Tract 1065.10, Los Angeles County, California",ca,140,0,ACSSF,3918,,,,,6,37,,,,106510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1715,1083,940,143,9,9,28,6,123,190,267,0,63.15,54.81,8.34,0.52,0.52,1.63,0.35,7.17,11.08,15.57,0
6037106520,14000US06037106520,Census Tract 1065.20,"Census Tract 1065.20, Los Angeles County, California",ca,140,0,ACSSF,3919,,,,,6,37,,,,106520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1514,1218,1122,96,0,0,7,0,9,9,271,0,80.45,74.11,6.34,0,0,0.46,0,0.59,0.59,17.9,0
6037106603,14000US06037106603,Census Tract 1066.03,"Census Tract 1066.03, Los Angeles County, California",ca,140,0,ACSSF,3920,,,,,6,37,,,,106603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,1018,1012,6,0,6,0,0,0,0,0,0,99.41,98.83,0.59,0,0.59,0,0,0,0,0,0
6037106604,14000US06037106604,Census Tract 1066.04,"Census Tract 1066.04, Los Angeles County, California",ca,140,0,ACSSF,3921,,,,,6,37,,,,106604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1293,844,823,21,6,0,48,120,161,114,0,0,65.27,63.65,1.62,0.46,0,3.71,9.28,12.45,8.82,0,0
6037106641,14000US06037106641,Census Tract 1066.41,"Census Tract 1066.41, Los Angeles County, California",ca,140,0,ACSSF,3922,,,,,6,37,,,,106641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794,790,790,0,0,4,0,0,0,0,0,0,99.5,99.5,0,0,0.5,0,0,0,0,0,0
6037106642,14000US06037106642,Census Tract 1066.42,"Census Tract 1066.42, Los Angeles County, California",ca,140,0,ACSSF,3923,,,,,6,37,,,,106642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099,1089,1089,0,0,0,0,0,0,0,10,0,99.09,99.09,0,0,0,0,0,0,0,0.91,0
6037106643,14000US06037106643,Census Tract 1066.43,"Census Tract 1066.43, Los Angeles County, California",ca,140,0,ACSSF,3924,,,,,6,37,,,,106643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1378,1378,1378,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0
6037106645,14000US06037106645,Census Tract 1066.45,"Census Tract 1066.45, Los Angeles County, California",ca,140,0,ACSSF,3925,,,,,6,37,,,,106645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232,1232,1222,10,0,0,0,0,0,0,0,0,100,99.19,0.81,0,0,0,0,0,0,0,0
6037106646,14000US06037106646,Census Tract 1066.46,"Census Tract 1066.46, Los Angeles County, California",ca,140,0,ACSSF,3926,,,,,6,37,,,,106646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004,1004,992,12,0,0,0,0,0,0,0,0,100,98.8,1.2,0,0,0,0,0,0,0,0
6037106648,14000US06037106648,Census Tract 1066.48,"Census Tract 1066.48, Los Angeles County, California",ca,140,0,ACSSF,3927,,,,,6,37,,,,106648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154,557,528,29,0,0,59,90,134,151,163,0,48.27,45.75,2.51,0,0,5.11,7.8,11.61,13.08,14.12,0
6037106649,14000US06037106649,Census Tract 1066.49,"Census Tract 1066.49, Los Angeles County, California",ca,140,0,ACSSF,3928,,,,,6,37,,,,106649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741,732,718,14,0,0,0,0,0,0,9,0,98.79,96.9,1.89,0,0,0,0,0,0,1.21,0
6037107010,14000US06037107010,Census Tract 1070.10,"Census Tract 1070.10, Los Angeles County, California",ca,140,0,ACSSF,3929,,,,,6,37,,,,107010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,744,682,62,0,7,7,0,0,0,0,0,98.15,89.97,8.18,0,0.92,0.92,0,0,0,0,0
6037107020,14000US06037107020,Census Tract 1070.20,"Census Tract 1070.20, Los Angeles County, California",ca,140,0,ACSSF,3930,,,,,6,37,,,,107020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1293,1239,1073,166,0,0,9,45,0,0,0,0,95.82,82.99,12.84,0,0,0.7,3.48,0,0,0,0
6037108101,14000US06037108101,Census Tract 1081.01,"Census Tract 1081.01, Los Angeles County, California",ca,140,0,ACSSF,3931,,,,,6,37,,,,108101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824,824,824,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0
6037108102,14000US06037108102,Census Tract 1081.02,"Census Tract 1081.02, Los Angeles County, California",ca,140,0,ACSSF,3932,,,,,6,37,,,,108102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284,1203,924,279,0,11,65,0,5,0,0,0,93.69,71.96,21.73,0,0.86,5.06,0,0.39,0,0,0
6037108103,14000US06037108103,Census Tract 1081.03,"Census Tract 1081.03, Los Angeles County, California",ca,140,0,ACSSF,3933,,,,,6,37,,,,108103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102,1102,1102,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0
6037108104,14000US06037108104,Census Tract 1081.04,"Census Tract 1081.04, Los Angeles County, California",ca,140,0,ACSSF,3934,,,,,6,37,,,,108104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599,586,581,5,0,0,0,5,8,0,0,0,97.83,96.99,0.83,0,0,0,0.83,1.34,0,0,0
6037108201,14000US06037108201,Census Tract 1082.01,"Census Tract 1082.01, Los Angeles County, California",ca,140,0,ACSSF,3935,,,,,6,37,,,,108201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968,1927,1530,397,41,0,0,0,0,0,0,0,97.92,77.74,20.17,2.08,0,0,0,0,0,0,0
6037108202,14000US06037108202,Census Tract 1082.02,"Census Tract 1082.02, Los Angeles County, California",ca,140,0,ACSSF,3936,,,,,6,37,,,,108202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2920,2261,1961,300,0,0,0,60,123,476,0,0,77.43,67.16,10.27,0,0,0,2.05,4.21,16.3,0,0
6037109100,14000US06037109100,Census Tract 1091,"Census Tract 1091, Los Angeles County, California",ca,140,0,ACSSF,3937,,,,,6,37,,,,109100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791,563,530,33,0,0,6,0,0,16,206,0,71.18,67,4.17,0,0,0.76,0,0,2.02,26.04,0
6037109200,14000US06037109200,Census Tract 1092,"Census Tract 1092, Los Angeles County, California",ca,140,0,ACSSF,3938,,,,,6,37,,,,109200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1069,859,741,118,5,10,49,34,9,103,0,0,80.36,69.32,11.04,0.47,0.94,4.58,3.18,0.84,9.64,0,0
6037109300,14000US06037109300,Census Tract 1093,"Census Tract 1093, Los Angeles County, California",ca,140,0,ACSSF,3939,,,,,6,37,,,,109300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937,916,901,15,0,21,0,0,0,0,0,0,97.76,96.16,1.6,0,2.24,0,0,0,0,0,0
6037109400,14000US06037109400,Census Tract 1094,"Census Tract 1094, Los Angeles County, California",ca,140,0,ACSSF,3940,,,,,6,37,,,,109400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136,876,818,58,5,10,27,0,0,29,189,0,77.11,72.01,5.11,0.44,0.88,2.38,0,0,2.55,16.64,0
6037109500,14000US06037109500,Census Tract 1095,"Census Tract 1095, Los Angeles County, California",ca,140,0,ACSSF,3941,,,,,6,37,,,,109500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065,865,834,31,0,0,0,0,127,73,0,0,81.22,78.31,2.91,0,0,0,0,11.92,6.85,0,0
6037109601,14000US06037109601,Census Tract 1096.01,"Census Tract 1096.01, Los Angeles County, California",ca,140,0,ACSSF,3942,,,,,6,37,,,,109601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1358,1348,1316,32,0,10,0,0,0,0,0,0,99.26,96.91,2.36,0,0.74,0,0,0,0,0,0
6037109603,14000US06037109603,Census Tract 1096.03,"Census Tract 1096.03, Los Angeles County, California",ca,140,0,ACSSF,3943,,,,,6,37,,,,109603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314,841,784,57,0,23,39,87,246,78,0,0,64,59.67,4.34,0,1.75,2.97,6.62,18.72,5.94,0,0
6037109604,14000US06037109604,Census Tract 1096.04,"Census Tract 1096.04, Los Angeles County, California",ca,140,0,ACSSF,3944,,,,,6,37,,,,109604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940,792,731,61,0,21,20,7,85,15,0,0,84.26,77.77,6.49,0,2.23,2.13,0.74,9.04,1.6,0,0
6037109700,14000US06037109700,Census Tract 1097,"Census Tract 1097, Los Angeles County, California",ca,140,0,ACSSF,3945,,,,,6,37,,,,109700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430,1252,1198,54,0,10,25,10,55,78,0,0,87.55,83.78,3.78,0,0.7,1.75,0.7,3.85,5.45,0,0
6037109800,14000US06037109800,Census Tract 1098,"Census Tract 1098, Los Angeles County, California",ca,140,0,ACSSF,3946,,,,,6,37,,,,109800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1506,1392,1295,97,0,0,0,11,27,76,0,0,92.43,85.99,6.44,0,0,0,0.73,1.79,5.05,0,0
6037111100,14000US06037111100,Census Tract 1111,"Census Tract 1111, Los Angeles County, California",ca,140,0,ACSSF,3947,,,,,6,37,,,,111100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986,910,907,3,5,0,5,11,26,29,0,0,92.29,91.99,0.3,0.51,0,0.51,1.12,2.64,2.94,0,0
