Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008
6037120010,14000US06037120010,Census Tract 1200.10,"Census Tract 1200.10, Los Angeles County, California",ca,140,0,ACSSF,4011,,,,,6,37,,,,120010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2704,874,75,0,429,0,1248,78,32.32,2.77,0,15.87,0,46.15,2.88
6037120020,14000US06037120020,Census Tract 1200.20,"Census Tract 1200.20, Los Angeles County, California",ca,140,0,ACSSF,4012,,,,,6,37,,,,120020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3872,979,283,0,648,0,1914,48,25.28,7.31,0,16.74,0,49.43,1.24
6037120030,14000US06037120030,Census Tract 1200.30,"Census Tract 1200.30, Los Angeles County, California",ca,140,0,ACSSF,4013,,,,,6,37,,,,120030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2666,694,72,0,168,0,1732,0,26.03,2.7,0,6.3,0,64.97,0
6037120103,14000US06037120103,Census Tract 1201.03,"Census Tract 1201.03, Los Angeles County, California",ca,140,0,ACSSF,4014,,,,,6,37,,,,120103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3452,972,101,0,100,0,2253,26,28.16,2.93,0,2.9,0,65.27,0.75
6037120104,14000US06037120104,Census Tract 1201.04,"Census Tract 1201.04, Los Angeles County, California",ca,140,0,ACSSF,4015,,,,,6,37,,,,120104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2228,651,146,5,348,9,1034,35,29.22,6.55,0.22,15.62,0.4,46.41,1.57
6037120105,14000US06037120105,Census Tract 1201.05,"Census Tract 1201.05, Los Angeles County, California",ca,140,0,ACSSF,4016,,,,,6,37,,,,120105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2832,917,41,33,483,0,1331,27,32.38,1.45,1.17,17.06,0,47,0.95
6037120106,14000US06037120106,Census Tract 1201.06,"Census Tract 1201.06, Los Angeles County, California",ca,140,0,ACSSF,4017,,,,,6,37,,,,120106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4763,1633,73,21,727,0,2236,73,34.29,1.53,0.44,15.26,0,46.95,1.53
6037120107,14000US06037120107,Census Tract 1201.07,"Census Tract 1201.07, Los Angeles County, California",ca,140,0,ACSSF,4018,,,,,6,37,,,,120107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3893,1241,78,11,275,4,2253,31,31.88,2,0.28,7.06,0.1,57.87,0.8
6037120108,14000US06037120108,Census Tract 1201.08,"Census Tract 1201.08, Los Angeles County, California",ca,140,0,ACSSF,4019,,,,,6,37,,,,120108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4732,1844,150,83,249,23,2356,27,38.97,3.17,1.75,5.26,0.49,49.79,0.57
6037120300,14000US06037120300,Census Tract 1203,"Census Tract 1203, Los Angeles County, California",ca,140,0,ACSSF,4020,,,,,6,37,,,,120300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5238,1729,71,103,1038,12,2046,239,33.01,1.36,1.97,19.82,0.23,39.06,4.56
6037120400,14000US06037120400,Census Tract 1204,"Census Tract 1204, Los Angeles County, California",ca,140,0,ACSSF,4021,,,,,6,37,,,,120400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6769,2756,376,0,1265,0,2077,295,40.72,5.55,0,18.69,0,30.68,4.36
6037121010,14000US06037121010,Census Tract 1210.10,"Census Tract 1210.10, Los Angeles County, California",ca,140,0,ACSSF,4022,,,,,6,37,,,,121010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4934,2615,128,22,535,0,1634,0,53,2.59,0.45,10.84,0,33.12,0
6037121020,14000US06037121020,Census Tract 1210.20,"Census Tract 1210.20, Los Angeles County, California",ca,140,0,ACSSF,4023,,,,,6,37,,,,121020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3610,2368,127,0,437,0,595,83,65.6,3.52,0,12.11,0,16.48,2.3
6037121101,14000US06037121101,Census Tract 1211.01,"Census Tract 1211.01, Los Angeles County, California",ca,140,0,ACSSF,4024,,,,,6,37,,,,121101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2862,1949,28,0,272,0,561,52,68.1,0.98,0,9.5,0,19.6,1.82
6037121102,14000US06037121102,Census Tract 1211.02,"Census Tract 1211.02, Los Angeles County, California",ca,140,0,ACSSF,4025,,,,,6,37,,,,121102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2479,2126,0,0,108,0,194,51,85.76,0,0,4.36,0,7.83,2.06
6037121210,14000US06037121210,Census Tract 1212.10,"Census Tract 1212.10, Los Angeles County, California",ca,140,0,ACSSF,4026,,,,,6,37,,,,121210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2926,1604,49,32,353,6,743,139,54.82,1.67,1.09,12.06,0.21,25.39,4.75
6037121221,14000US06037121221,Census Tract 1212.21,"Census Tract 1212.21, Los Angeles County, California",ca,140,0,ACSSF,4027,,,,,6,37,,,,121221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2420,1655,13,0,68,0,640,44,68.39,0.54,0,2.81,0,26.45,1.82
6037121222,14000US06037121222,Census Tract 1212.22,"Census Tract 1212.22, Los Angeles County, California",ca,140,0,ACSSF,4028,,,,,6,37,,,,121222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5139,3551,86,8,168,0,1156,170,69.1,1.67,0.16,3.27,0,22.49,3.31
6037121600,14000US06037121600,Census Tract 1216,"Census Tract 1216, Los Angeles County, California",ca,140,0,ACSSF,4029,,,,,6,37,,,,121600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2735,1604,37,6,641,0,368,79,58.65,1.35,0.22,23.44,0,13.46,2.89
6037121801,14000US06037121801,Census Tract 1218.01,"Census Tract 1218.01, Los Angeles County, California",ca,140,0,ACSSF,4030,,,,,6,37,,,,121801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3127,1527,95,0,91,0,1296,118,48.83,3.04,0,2.91,0,41.45,3.77
6037121802,14000US06037121802,Census Tract 1218.02,"Census Tract 1218.02, Los Angeles County, California",ca,140,0,ACSSF,4031,,,,,6,37,,,,121802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3216,1832,204,73,207,1,808,91,56.97,6.34,2.27,6.44,0.03,25.12,2.83
6037121900,14000US06037121900,Census Tract 1219,"Census Tract 1219, Los Angeles County, California",ca,140,0,ACSSF,4032,,,,,6,37,,,,121900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3761,2740,89,0,91,0,698,143,72.85,2.37,0,2.42,0,18.56,3.8
6037122000,14000US06037122000,Census Tract 1220,"Census Tract 1220, Los Angeles County, California",ca,140,0,ACSSF,4033,,,,,6,37,,,,122000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5892,3929,178,11,549,0,994,231,66.68,3.02,0.19,9.32,0,16.87,3.92
6037122120,14000US06037122120,Census Tract 1221.20,"Census Tract 1221.20, Los Angeles County, California",ca,140,0,ACSSF,4034,,,,,6,37,,,,122120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5011,2705,186,124,183,0,1536,277,53.98,3.71,2.47,3.65,0,30.65,5.53
6037122121,14000US06037122121,Census Tract 1221.21,"Census Tract 1221.21, Los Angeles County, California",ca,140,0,ACSSF,4035,,,,,6,37,,,,122121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2829,1958,122,7,169,0,446,127,69.21,4.31,0.25,5.97,0,15.77,4.49
6037122122,14000US06037122122,Census Tract 1221.22,"Census Tract 1221.22, Los Angeles County, California",ca,140,0,ACSSF,4036,,,,,6,37,,,,122122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2728,1887,22,18,21,0,731,49,69.17,0.81,0.66,0.77,0,26.8,1.8
6037122200,14000US06037122200,Census Tract 1222,"Census Tract 1222, Los Angeles County, California",ca,140,0,ACSSF,4037,,,,,6,37,,,,122200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3469,2636,20,0,84,0,613,116,75.99,0.58,0,2.42,0,17.67,3.34
6037122410,14000US06037122410,Census Tract 1224.10,"Census Tract 1224.10, Los Angeles County, California",ca,140,0,ACSSF,4038,,,,,6,37,,,,122410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3457,2088,117,121,151,0,893,87,60.4,3.38,3.5,4.37,0,25.83,2.52
6037122420,14000US06037122420,Census Tract 1224.20,"Census Tract 1224.20, Los Angeles County, California",ca,140,0,ACSSF,4039,,,,,6,37,,,,122420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4503,2366,77,0,326,0,1701,33,52.54,1.71,0,7.24,0,37.77,0.73
6037123010,14000US06037123010,Census Tract 1230.10,"Census Tract 1230.10, Los Angeles County, California",ca,140,0,ACSSF,4040,,,,,6,37,,,,123010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4027,3117,88,0,98,17,601,106,77.4,2.19,0,2.43,0.42,14.92,2.63
6037123020,14000US06037123020,Census Tract 1230.20,"Census Tract 1230.20, Los Angeles County, California",ca,140,0,ACSSF,4041,,,,,6,37,,,,123020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3250,2046,70,9,95,0,855,175,62.95,2.15,0.28,2.92,0,26.31,5.38
6037123103,14000US06037123103,Census Tract 1231.03,"Census Tract 1231.03, Los Angeles County, California",ca,140,0,ACSSF,4042,,,,,6,37,,,,123103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3808,2568,217,0,419,0,452,152,67.44,5.7,0,11,0,11.87,3.99
6037123104,14000US06037123104,Census Tract 1231.04,"Census Tract 1231.04, Los Angeles County, California",ca,140,0,ACSSF,4043,,,,,6,37,,,,123104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4416,2878,166,0,310,0,950,112,65.17,3.76,0,7.02,0,21.51,2.54
6037123203,14000US06037123203,Census Tract 1232.03,"Census Tract 1232.03, Los Angeles County, California",ca,140,0,ACSSF,4044,,,,,6,37,,,,123203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4094,2417,440,9,4,113,925,186,59.04,10.75,0.22,0.1,2.76,22.59,4.54
6037123204,14000US06037123204,Census Tract 1232.04,"Census Tract 1232.04, Los Angeles County, California",ca,140,0,ACSSF,4045,,,,,6,37,,,,123204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3129,1425,143,33,150,0,1321,57,45.54,4.57,1.05,4.79,0,42.22,1.82
6037123205,14000US06037123205,Census Tract 1232.05,"Census Tract 1232.05, Los Angeles County, California",ca,140,0,ACSSF,4046,,,,,6,37,,,,123205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2492,1785,96,36,58,0,445,72,71.63,3.85,1.44,2.33,0,17.86,2.89
6037123206,14000US06037123206,Census Tract 1232.06,"Census Tract 1232.06, Los Angeles County, California",ca,140,0,ACSSF,4047,,,,,6,37,,,,123206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2572,1649,19,0,60,0,760,84,64.11,0.74,0,2.33,0,29.55,3.27
6037123301,14000US06037123301,Census Tract 1233.01,"Census Tract 1233.01, Los Angeles County, California",ca,140,0,ACSSF,4048,,,,,6,37,,,,123301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4530,2309,210,16,1241,0,473,281,50.97,4.64,0.35,27.4,0,10.44,6.2
6037123303,14000US06037123303,Census Tract 1233.03,"Census Tract 1233.03, Los Angeles County, California",ca,140,0,ACSSF,4049,,,,,6,37,,,,123303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3087,2018,55,0,162,0,696,156,65.37,1.78,0,5.25,0,22.55,5.05
6037123304,14000US06037123304,Census Tract 1233.04,"Census Tract 1233.04, Los Angeles County, California",ca,140,0,ACSSF,4050,,,,,6,37,,,,123304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4362,3029,55,150,289,0,675,164,69.44,1.26,3.44,6.63,0,15.47,3.76
6037123410,14000US06037123410,Census Tract 1234.10,"Census Tract 1234.10, Los Angeles County, California",ca,140,0,ACSSF,4051,,,,,6,37,,,,123410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4181,3073,89,0,244,0,738,37,73.5,2.13,0,5.84,0,17.65,0.88
6037123420,14000US06037123420,Census Tract 1234.20,"Census Tract 1234.20, Los Angeles County, California",ca,140,0,ACSSF,4052,,,,,6,37,,,,123420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4408,3238,203,0,281,0,678,8,73.46,4.61,0,6.37,0,15.38,0.18
