Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008
6037221220,14000US06037221220,Census Tract 2212.20,"Census Tract 2212.20, Los Angeles County, California",ca,140,0,ACSSF,4543,,,,,6,37,,,,221220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3376,889,13,0,277,0,2197,0,26.33,0.39,0,8.2,0,65.08,0
6037221302,14000US06037221302,Census Tract 2213.02,"Census Tract 2213.02, Los Angeles County, California",ca,140,0,ACSSF,4544,,,,,6,37,,,,221302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4373,1718,624,0,417,102,1414,98,39.29,14.27,0,9.54,2.33,32.33,2.24
6037221303,14000US06037221303,Census Tract 2213.03,"Census Tract 2213.03, Los Angeles County, California",ca,140,0,ACSSF,4545,,,,,6,37,,,,221303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2806,926,139,87,345,0,1289,20,33,4.95,3.1,12.3,0,45.94,0.71
6037221304,14000US06037221304,Census Tract 2213.04,"Census Tract 2213.04, Los Angeles County, California",ca,140,0,ACSSF,4546,,,,,6,37,,,,221304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3656,354,416,0,884,0,1993,9,9.68,11.38,0,24.18,0,54.51,0.25
6037221401,14000US06037221401,Census Tract 2214.01,"Census Tract 2214.01, Los Angeles County, California",ca,140,0,ACSSF,4547,,,,,6,37,,,,221401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3628,973,1387,0,391,0,746,131,26.82,38.23,0,10.78,0,20.56,3.61
6037221402,14000US06037221402,Census Tract 2214.02,"Census Tract 2214.02, Los Angeles County, California",ca,140,0,ACSSF,4548,,,,,6,37,,,,221402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2851,795,689,0,435,0,842,90,27.88,24.17,0,15.26,0,29.53,3.16
6037221500,14000US06037221500,Census Tract 2215,"Census Tract 2215, Los Angeles County, California",ca,140,0,ACSSF,4549,,,,,6,37,,,,221500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3875,1141,927,0,99,58,1646,4,29.45,23.92,0,2.55,1.5,42.48,0.1
6037221601,14000US06037221601,Census Tract 2216.01,"Census Tract 2216.01, Los Angeles County, California",ca,140,0,ACSSF,4550,,,,,6,37,,,,221601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3141,1112,478,40,178,0,1221,112,35.4,15.22,1.27,5.67,0,38.87,3.57
6037221602,14000US06037221602,Census Tract 2216.02,"Census Tract 2216.02, Los Angeles County, California",ca,140,0,ACSSF,4551,,,,,6,37,,,,221602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3030,988,152,0,262,0,1596,32,32.61,5.02,0,8.65,0,52.67,1.06
6037221710,14000US06037221710,Census Tract 2217.10,"Census Tract 2217.10, Los Angeles County, California",ca,140,0,ACSSF,4552,,,,,6,37,,,,221710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2833,747,142,0,651,0,1225,68,26.37,5.01,0,22.98,0,43.24,2.4
6037221810,14000US06037221810,Census Tract 2218.10,"Census Tract 2218.10, Los Angeles County, California",ca,140,0,ACSSF,4553,,,,,6,37,,,,221810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2892,847,287,41,672,6,925,114,29.29,9.92,1.42,23.24,0.21,31.98,3.94
6037221820,14000US06037221820,Census Tract 2218.20,"Census Tract 2218.20, Los Angeles County, California",ca,140,0,ACSSF,4554,,,,,6,37,,,,221820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363,1116,231,9,847,8,80,72,47.23,9.78,0.38,35.84,0.34,3.39,3.05
6037221900,14000US06037221900,Census Tract 2219,"Census Tract 2219, Los Angeles County, California",ca,140,0,ACSSF,4555,,,,,6,37,,,,221900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4248,1724,387,59,1289,0,443,346,40.58,9.11,1.39,30.34,0,10.43,8.15
6037222001,14000US06037222001,Census Tract 2220.01,"Census Tract 2220.01, Los Angeles County, California",ca,140,0,ACSSF,4556,,,,,6,37,,,,222001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3142,1076,790,75,39,0,1046,116,34.25,25.14,2.39,1.24,0,33.29,3.69
6037222002,14000US06037222002,Census Tract 2220.02,"Census Tract 2220.02, Los Angeles County, California",ca,140,0,ACSSF,4557,,,,,6,37,,,,222002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5243,1540,1181,0,39,0,2448,35,29.37,22.53,0,0.74,0,46.69,0.67
6037222100,14000US06037222100,Census Tract 2221,"Census Tract 2221, Los Angeles County, California",ca,140,0,ACSSF,4558,,,,,6,37,,,,222100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4331,1215,1213,0,293,0,1572,38,28.05,28.01,0,6.77,0,36.3,0.88
6037222200,14000US06037222200,Census Tract 2222,"Census Tract 2222, Los Angeles County, California",ca,140,0,ACSSF,4559,,,,,6,37,,,,222200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4016,1442,711,0,170,0,1637,56,35.91,17.7,0,4.23,0,40.76,1.39
6037222500,14000US06037222500,Census Tract 2225,"Census Tract 2225, Los Angeles County, California",ca,140,0,ACSSF,4560,,,,,6,37,,,,222500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5120,1444,1174,41,166,17,2166,112,28.2,22.93,0.8,3.24,0.33,42.3,2.19
6037222600,14000US06037222600,Census Tract 2226,"Census Tract 2226, Los Angeles County, California",ca,140,0,ACSSF,4561,,,,,6,37,,,,222600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5549,1452,1026,83,1041,0,1736,211,26.17,18.49,1.5,18.76,0,31.28,3.8
6037222700,14000US06037222700,Census Tract 2227,"Census Tract 2227, Los Angeles County, California",ca,140,0,ACSSF,4562,,,,,6,37,,,,222700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4071,2042,307,0,1335,30,239,118,50.16,7.54,0,32.79,0.74,5.87,2.9
6037224010,14000US06037224010,Census Tract 2240.10,"Census Tract 2240.10, Los Angeles County, California",ca,140,0,ACSSF,4563,,,,,6,37,,,,224010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2845,1231,634,9,266,0,652,53,43.27,22.28,0.32,9.35,0,22.92,1.86
6037224020,14000US06037224020,Census Tract 2240.20,"Census Tract 2240.20, Los Angeles County, California",ca,140,0,ACSSF,4564,,,,,6,37,,,,224020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2733,1338,103,42,55,0,1137,58,48.96,3.77,1.54,2.01,0,41.6,2.12
6037224200,14000US06037224200,Census Tract 2242,"Census Tract 2242, Los Angeles County, California",ca,140,0,ACSSF,4565,,,,,6,37,,,,224200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2557,1260,78,8,47,0,1145,19,49.28,3.05,0.31,1.84,0,44.78,0.74
6037224310,14000US06037224310,Census Tract 2243.10,"Census Tract 2243.10, Los Angeles County, California",ca,140,0,ACSSF,4566,,,,,6,37,,,,224310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2422,1649,32,0,121,0,613,7,68.08,1.32,0,5,0,25.31,0.29
6037224320,14000US06037224320,Census Tract 2243.20,"Census Tract 2243.20, Los Angeles County, California",ca,140,0,ACSSF,4567,,,,,6,37,,,,224320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2972,1170,240,24,116,0,1422,0,39.37,8.08,0.81,3.9,0,47.85,0
6037224410,14000US06037224410,Census Tract 2244.10,"Census Tract 2244.10, Los Angeles County, California",ca,140,0,ACSSF,4568,,,,,6,37,,,,224410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3194,1433,223,10,348,12,1031,137,44.87,6.98,0.31,10.9,0.38,32.28,4.29
6037224420,14000US06037224420,Census Tract 2244.20,"Census Tract 2244.20, Los Angeles County, California",ca,140,0,ACSSF,4569,,,,,6,37,,,,224420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2637,1340,170,0,142,0,942,43,50.82,6.45,0,5.38,0,35.72,1.63
6037224600,14000US06037224600,Census Tract 2246,"Census Tract 2246, Los Angeles County, California",ca,140,0,ACSSF,4570,,,,,6,37,,,,224600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3385,985,262,11,111,6,1846,164,29.1,7.74,0.32,3.28,0.18,54.53,4.84
6037224700,14000US06037224700,Census Tract 2247,"Census Tract 2247, Los Angeles County, California",ca,140,0,ACSSF,4571,,,,,6,37,,,,224700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6238,3004,358,14,2257,24,282,299,48.16,5.74,0.22,36.18,0.38,4.52,4.79
6037226001,14000US06037226001,Census Tract 2260.01,"Census Tract 2260.01, Los Angeles County, California",ca,140,0,ACSSF,4572,,,,,6,37,,,,226001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2615,750,407,43,0,0,1415,0,28.68,15.56,1.64,0,0,54.11,0
6037226002,14000US06037226002,Census Tract 2260.02,"Census Tract 2260.02, Los Angeles County, California",ca,140,0,ACSSF,4573,,,,,6,37,,,,226002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820,764,208,6,151,0,595,96,41.98,11.43,0.33,8.3,0,32.69,5.27
6037226410,14000US06037226410,Census Tract 2264.10,"Census Tract 2264.10, Los Angeles County, California",ca,140,0,ACSSF,4574,,,,,6,37,,,,226410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3665,1673,34,19,16,4,1914,5,45.65,0.93,0.52,0.44,0.11,52.22,0.14
6037226420,14000US06037226420,Census Tract 2264.20,"Census Tract 2264.20, Los Angeles County, California",ca,140,0,ACSSF,4575,,,,,6,37,,,,226420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5531,2201,396,11,237,33,2591,62,39.79,7.16,0.2,4.28,0.6,46.85,1.12
6037226700,14000US06037226700,Census Tract 2267,"Census Tract 2267, Los Angeles County, California",ca,140,0,ACSSF,4576,,,,,6,37,,,,226700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7661,3753,218,0,9,0,3588,93,48.99,2.85,0,0.12,0,46.83,1.21
6037227010,14000US06037227010,Census Tract 2270.10,"Census Tract 2270.10, Los Angeles County, California",ca,140,0,ACSSF,4577,,,,,6,37,,,,227010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5705,2989,405,271,0,0,2032,8,52.39,7.1,4.75,0,0,35.62,0.14
6037227020,14000US06037227020,Census Tract 2270.20,"Census Tract 2270.20, Los Angeles County, California",ca,140,0,ACSSF,4578,,,,,6,37,,,,227020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3623,1757,93,21,15,0,1718,19,48.5,2.57,0.58,0.41,0,47.42,0.52
6037228100,14000US06037228100,Census Tract 2281,"Census Tract 2281, Los Angeles County, California",ca,140,0,ACSSF,4579,,,,,6,37,,,,228100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5505,3015,326,0,15,0,2135,14,54.77,5.92,0,0.27,0,38.78,0.25
6037228210,14000US06037228210,Census Tract 2282.10,"Census Tract 2282.10, Los Angeles County, California",ca,140,0,ACSSF,4580,,,,,6,37,,,,228210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4233,2065,278,166,78,0,1559,87,48.78,6.57,3.92,1.84,0,36.83,2.06
6037228220,14000US06037228220,Census Tract 2282.20,"Census Tract 2282.20, Los Angeles County, California",ca,140,0,ACSSF,4581,,,,,6,37,,,,228220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4375,1930,301,20,0,0,2011,113,44.11,6.88,0.46,0,0,45.97,2.58
6037228310,14000US06037228310,Census Tract 2283.10,"Census Tract 2283.10, Los Angeles County, California",ca,140,0,ACSSF,4582,,,,,6,37,,,,228310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4523,1993,217,5,0,0,2241,67,44.06,4.8,0.11,0,0,49.55,1.48
6037228320,14000US06037228320,Census Tract 2283.20,"Census Tract 2283.20, Los Angeles County, California",ca,140,0,ACSSF,4583,,,,,6,37,,,,228320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3122,1597,103,64,0,0,1348,10,51.15,3.3,2.05,0,0,43.18,0.32
6037228410,14000US06037228410,Census Tract 2284.10,"Census Tract 2284.10, Los Angeles County, California",ca,140,0,ACSSF,4584,,,,,6,37,,,,228410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,1978,124,53,49,12,1302,82,54.94,3.44,1.47,1.36,0.33,36.17,2.28
6037228420,14000US06037228420,Census Tract 2284.20,"Census Tract 2284.20, Los Angeles County, California",ca,140,0,ACSSF,4585,,,,,6,37,,,,228420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3304,1403,242,54,0,0,1588,17,42.46,7.32,1.63,0,0,48.06,0.51
6037228500,14000US06037228500,Census Tract 2285,"Census Tract 2285, Los Angeles County, California",ca,140,0,ACSSF,4586,,,,,6,37,,,,228500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4869,1592,748,25,11,0,2493,0,32.7,15.36,0.51,0.23,0,51.2,0
6037228600,14000US06037228600,Census Tract 2286,"Census Tract 2286, Los Angeles County, California",ca,140,0,ACSSF,4587,,,,,6,37,,,,228600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5301,1517,422,26,4,0,2991,341,28.62,7.96,0.49,0.08,0,56.42,6.43
6037228710,14000US06037228710,Census Tract 2287.10,"Census Tract 2287.10, Los Angeles County, California",ca,140,0,ACSSF,4588,,,,,6,37,,,,228710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3982,1984,374,12,49,0,1510,53,49.82,9.39,0.3,1.23,0,37.92,1.33
6037228720,14000US06037228720,Census Tract 2287.20,"Census Tract 2287.20, Los Angeles County, California",ca,140,0,ACSSF,4589,,,,,6,37,,,,228720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4825,2625,540,97,9,0,1554,0,54.4,11.19,2.01,0.19,0,32.21,0
6037228800,14000US06037228800,Census Tract 2288,"Census Tract 2288, Los Angeles County, California",ca,140,0,ACSSF,4590,,,,,6,37,,,,228800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5353,2598,458,0,0,7,2281,9,48.53,8.56,0,0,0.13,42.61,0.17
6037228900,14000US06037228900,Census Tract 2289,"Census Tract 2289, Los Angeles County, California",ca,140,0,ACSSF,4591,,,,,6,37,,,,228900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2918,1302,376,189,0,0,1022,29,44.62,12.89,6.48,0,0,35.02,0.99
6037229100,14000US06037229100,Census Tract 2291,"Census Tract 2291, Los Angeles County, California",ca,140,0,ACSSF,4592,,,,,6,37,,,,229100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5146,2481,443,37,0,0,2139,46,48.21,8.61,0.72,0,0,41.57,0.89
6037229200,14000US06037229200,Census Tract 2292,"Census Tract 2292, Los Angeles County, California",ca,140,0,ACSSF,4593,,,,,6,37,,,,229200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5072,1798,705,205,57,0,2299,8,35.45,13.9,4.04,1.12,0,45.33,0.16
6037229300,14000US06037229300,Census Tract 2293,"Census Tract 2293, Los Angeles County, California",ca,140,0,ACSSF,4594,,,,,6,37,,,,229300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5715,2261,579,55,0,7,2741,72,39.56,10.13,0.96,0,0.12,47.96,1.26
6037229410,14000US06037229410,Census Tract 2294.10,"Census Tract 2294.10, Los Angeles County, California",ca,140,0,ACSSF,4595,,,,,6,37,,,,229410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3697,2324,193,0,34,0,1119,27,62.86,5.22,0,0.92,0,30.27,0.73
6037229420,14000US06037229420,Census Tract 2294.20,"Census Tract 2294.20, Los Angeles County, California",ca,140,0,ACSSF,4596,,,,,6,37,,,,229420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4759,2144,390,29,14,10,2094,78,45.05,8.19,0.61,0.29,0.21,44,1.64
6037231100,14000US06037231100,Census Tract 2311,"Census Tract 2311, Los Angeles County, California",ca,140,0,ACSSF,4597,,,,,6,37,,,,231100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3474,1666,568,8,67,0,1076,89,47.96,16.35,0.23,1.93,0,30.97,2.56
6037231210,14000US06037231210,Census Tract 2312.10,"Census Tract 2312.10, Los Angeles County, California",ca,140,0,ACSSF,4598,,,,,6,37,,,,231210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4040,1618,463,116,32,0,1686,125,40.05,11.46,2.87,0.79,0,41.73,3.09
6037231220,14000US06037231220,Census Tract 2312.20,"Census Tract 2312.20, Los Angeles County, California",ca,140,0,ACSSF,4599,,,,,6,37,,,,231220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4653,1598,1061,17,285,0,1603,89,34.34,22.8,0.37,6.13,0,34.45,1.91
6037231300,14000US06037231300,Census Tract 2313,"Census Tract 2313, Los Angeles County, California",ca,140,0,ACSSF,4600,,,,,6,37,,,,231300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5754,1855,1237,32,241,0,2234,155,32.24,21.5,0.56,4.19,0,38.83,2.69
6037231400,14000US06037231400,Census Tract 2314,"Census Tract 2314, Los Angeles County, California",ca,140,0,ACSSF,4601,,,,,6,37,,,,231400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4745,1271,1401,0,75,0,1917,81,26.79,29.53,0,1.58,0,40.4,1.71
6037231500,14000US06037231500,Census Tract 2315,"Census Tract 2315, Los Angeles County, California",ca,140,0,ACSSF,4602,,,,,6,37,,,,231500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5396,1599,1737,165,240,0,1580,75,29.63,32.19,3.06,4.45,0,29.28,1.39
6037231600,14000US06037231600,Census Tract 2316,"Census Tract 2316, Los Angeles County, California",ca,140,0,ACSSF,4603,,,,,6,37,,,,231600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7420,2450,2059,0,83,0,2718,110,33.02,27.75,0,1.12,0,36.63,1.48
6037231710,14000US06037231710,Census Tract 2317.10,"Census Tract 2317.10, Los Angeles County, California",ca,140,0,ACSSF,4604,,,,,6,37,,,,231710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4165,2253,663,29,0,0,1193,27,54.09,15.92,0.7,0,0,28.64,0.65
6037231720,14000US06037231720,Census Tract 2317.20,"Census Tract 2317.20, Los Angeles County, California",ca,140,0,ACSSF,4605,,,,,6,37,,,,231720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4934,2198,807,0,94,0,1639,196,44.55,16.36,0,1.91,0,33.22,3.97
6037231800,14000US06037231800,Census Tract 2318,"Census Tract 2318, Los Angeles County, California",ca,140,0,ACSSF,4606,,,,,6,37,,,,231800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5436,2617,273,83,0,0,2239,224,48.14,5.02,1.53,0,0,41.19,4.12
6037231900,14000US06037231900,Census Tract 2319,"Census Tract 2319, Los Angeles County, California",ca,140,0,ACSSF,4607,,,,,6,37,,,,231900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6162,2635,665,127,16,0,2506,213,42.76,10.79,2.06,0.26,0,40.67,3.46
6037232110,14000US06037232110,Census Tract 2321.10,"Census Tract 2321.10, Los Angeles County, California",ca,140,0,ACSSF,4608,,,,,6,37,,,,232110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3038,1541,538,12,20,0,854,73,50.72,17.71,0.39,0.66,0,28.11,2.4
6037232120,14000US06037232120,Census Tract 2321.20,"Census Tract 2321.20, Los Angeles County, California",ca,140,0,ACSSF,4609,,,,,6,37,,,,232120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5567,2570,1065,35,97,0,1712,88,46.16,19.13,0.63,1.74,0,30.75,1.58
6037232200,14000US06037232200,Census Tract 2322,"Census Tract 2322, Los Angeles County, California",ca,140,0,ACSSF,4610,,,,,6,37,,,,232200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3487,1168,1212,4,17,0,1072,14,33.5,34.76,0.11,0.49,0,30.74,0.4
6037232300,14000US06037232300,Census Tract 2323,"Census Tract 2323, Los Angeles County, California",ca,140,0,ACSSF,4611,,,,,6,37,,,,232300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6006,2208,1408,73,1,0,2198,118,36.76,23.44,1.22,0.02,0,36.6,1.96
6037232400,14000US06037232400,Census Tract 2324,"Census Tract 2324, Los Angeles County, California",ca,140,0,ACSSF,4612,,,,,6,37,,,,232400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7361,1784,2868,0,116,0,2418,175,24.24,38.96,0,1.58,0,32.85,2.38
6037232500,14000US06037232500,Census Tract 2325,"Census Tract 2325, Los Angeles County, California",ca,140,0,ACSSF,4613,,,,,6,37,,,,232500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4940,1453,1637,0,50,0,1741,59,29.41,33.14,0,1.01,0,35.24,1.19
6037232600,14000US06037232600,Census Tract 2326,"Census Tract 2326, Los Angeles County, California",ca,140,0,ACSSF,4614,,,,,6,37,,,,232600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6833,2241,1366,205,68,0,2846,107,32.8,19.99,3,1,0,41.65,1.57
6037232700,14000US06037232700,Census Tract 2327,"Census Tract 2327, Los Angeles County, California",ca,140,0,ACSSF,4615,,,,,6,37,,,,232700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6568,2834,1095,240,64,0,2078,257,43.15,16.67,3.65,0.97,0,31.64,3.91
6037232800,14000US06037232800,Census Tract 2328,"Census Tract 2328, Los Angeles County, California",ca,140,0,ACSSF,4616,,,,,6,37,,,,232800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4489,2290,537,67,0,0,1513,82,51.01,11.96,1.49,0,0,33.7,1.83
6037234000,14000US06037234000,Census Tract 2340,"Census Tract 2340, Los Angeles County, California",ca,140,0,ACSSF,4617,,,,,6,37,,,,234000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5417,1259,3201,12,26,0,774,145,23.24,59.09,0.22,0.48,0,14.29,2.68
6037234200,14000US06037234200,Census Tract 2342,"Census Tract 2342, Los Angeles County, California",ca,140,0,ACSSF,4618,,,,,6,37,,,,234200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2424,401,1694,0,184,30,33,82,16.54,69.88,0,7.59,1.24,1.36,3.38
6037234300,14000US06037234300,Census Tract 2343,"Census Tract 2343, Los Angeles County, California",ca,140,0,ACSSF,4619,,,,,6,37,,,,234300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3805,339,2970,0,96,0,210,190,8.91,78.06,0,2.52,0,5.52,4.99
6037234501,14000US06037234501,Census Tract 2345.01,"Census Tract 2345.01, Los Angeles County, California",ca,140,0,ACSSF,4620,,,,,6,37,,,,234501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2845,876,1584,7,27,0,276,75,30.79,55.68,0.25,0.95,0,9.7,2.64
6037234502,14000US06037234502,Census Tract 2345.02,"Census Tract 2345.02, Los Angeles County, California",ca,140,0,ACSSF,4621,,,,,6,37,,,,234502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3017,641,1920,40,49,0,342,25,21.25,63.64,1.33,1.62,0,11.34,0.83
6037234600,14000US06037234600,Census Tract 2346,"Census Tract 2346, Los Angeles County, California",ca,140,0,ACSSF,4622,,,,,6,37,,,,234600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4908,589,2503,0,88,0,1610,118,12,51,0,1.79,0,32.8,2.4
6037234700,14000US06037234700,Census Tract 2347,"Census Tract 2347, Los Angeles County, California",ca,140,0,ACSSF,4623,,,,,6,37,,,,234700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3690,974,2031,0,1,0,613,71,26.4,55.04,0,0.03,0,16.61,1.92
6037234800,14000US06037234800,Census Tract 2348,"Census Tract 2348, Los Angeles County, California",ca,140,0,ACSSF,4624,,,,,6,37,,,,234800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3317,787,1737,18,0,46,636,93,23.73,52.37,0.54,0,1.39,19.17,2.8
6037234901,14000US06037234901,Census Tract 2349.01,"Census Tract 2349.01, Los Angeles County, California",ca,140,0,ACSSF,4625,,,,,6,37,,,,234901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3321,1010,1734,51,0,0,519,7,30.41,52.21,1.54,0,0,15.63,0.21
6037234902,14000US06037234902,Census Tract 2349.02,"Census Tract 2349.02, Los Angeles County, California",ca,140,0,ACSSF,4626,,,,,6,37,,,,234902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4088,1497,1717,19,143,20,563,129,36.62,42,0.46,3.5,0.49,13.77,3.16
6037235100,14000US06037235100,Census Tract 2351,"Census Tract 2351, Los Angeles County, California",ca,140,0,ACSSF,4627,,,,,6,37,,,,235100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401,870,2893,36,205,0,264,133,19.77,65.74,0.82,4.66,0,6,3.02
6037235201,14000US06037235201,Census Tract 2352.01,"Census Tract 2352.01, Los Angeles County, California",ca,140,0,ACSSF,4628,,,,,6,37,,,,235201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2682,480,1608,0,6,5,475,108,17.9,59.96,0,0.22,0.19,17.71,4.03
