Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,ACS19_5yr_B25058001,ACS19_5yr_B25058001s,ACS19_5yr_B25105001,ACS19_5yr_B25105001s,ACS19_5yr_B25106001,ACS19_5yr_B25106002,ACS19_5yr_B25106003,ACS19_5yr_B25106004,ACS19_5yr_B25106005,ACS19_5yr_B25106006,ACS19_5yr_B25106007,ACS19_5yr_B25106008,ACS19_5yr_B25106009,ACS19_5yr_B25106010,ACS19_5yr_B25106011,ACS19_5yr_B25106012,ACS19_5yr_B25106013,ACS19_5yr_B25106014,ACS19_5yr_B25106015,ACS19_5yr_B25106016,ACS19_5yr_B25106017,ACS19_5yr_B25106018,ACS19_5yr_B25106019,ACS19_5yr_B25106020,ACS19_5yr_B25106021,ACS19_5yr_B25106022,ACS19_5yr_B25106023,ACS19_5yr_B25106024,ACS19_5yr_B25106025,ACS19_5yr_B25106026,ACS19_5yr_B25106027,ACS19_5yr_B25106028,ACS19_5yr_B25106029,ACS19_5yr_B25106030,ACS19_5yr_B25106031,ACS19_5yr_B25106032,ACS19_5yr_B25106033,ACS19_5yr_B25106034,ACS19_5yr_B25106035,ACS19_5yr_B25106036,ACS19_5yr_B25106037,ACS19_5yr_B25106038,ACS19_5yr_B25106039,ACS19_5yr_B25106040,ACS19_5yr_B25106041,ACS19_5yr_B25106042,ACS19_5yr_B25106043,ACS19_5yr_B25106044,ACS19_5yr_B25106045,ACS19_5yr_B25106046,ACS19_5yr_B25106001s,ACS19_5yr_B25106002s,ACS19_5yr_B25106003s,ACS19_5yr_B25106004s,ACS19_5yr_B25106005s,ACS19_5yr_B25106006s,ACS19_5yr_B25106007s,ACS19_5yr_B25106008s,ACS19_5yr_B25106009s,ACS19_5yr_B25106010s,ACS19_5yr_B25106011s,ACS19_5yr_B25106012s,ACS19_5yr_B25106013s,ACS19_5yr_B25106014s,ACS19_5yr_B25106015s,ACS19_5yr_B25106016s,ACS19_5yr_B25106017s,ACS19_5yr_B25106018s,ACS19_5yr_B25106019s,ACS19_5yr_B25106020s,ACS19_5yr_B25106021s,ACS19_5yr_B25106022s,ACS19_5yr_B25106023s,ACS19_5yr_B25106024s,ACS19_5yr_B25106025s,ACS19_5yr_B25106026s,ACS19_5yr_B25106027s,ACS19_5yr_B25106028s,ACS19_5yr_B25106029s,ACS19_5yr_B25106030s,ACS19_5yr_B25106031s,ACS19_5yr_B25106032s,ACS19_5yr_B25106033s,ACS19_5yr_B25106034s,ACS19_5yr_B25106035s,ACS19_5yr_B25106036s,ACS19_5yr_B25106037s,ACS19_5yr_B25106038s,ACS19_5yr_B25106039s,ACS19_5yr_B25106040s,ACS19_5yr_B25106041s,ACS19_5yr_B25106042s,ACS19_5yr_B25106043s,ACS19_5yr_B25106044s,ACS19_5yr_B25106045s,ACS19_5yr_B25106046s
6037101110,Census Tract 1011.10,"Census Tract 1011.10, Los Angeles County, California",ca,140,0,ACSSF,3871,,,,,6,37,,,,101110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037101110,,,1142401,0,1468,72.12121212,1853,65.45454545,1575,843,102,0,0,102,70,11,9,50,108,48,0,60,112,10,21,81,451,175,129,147,0,732,147,0,0,147,103,0,0,103,104,0,0,104,94,0,41,53,251,101,118,32,18,15,54.54546,70.90909,44.84848,7.272727,7.272727,44.84848,23.0303,10.30303,8.484848,20.60606,32.72727,23.63636,7.272727,22.42424,37.57576,8.484848,14.54545,32.12121,54.54546,41.81818,33.93939,41.21212,7.272727,76.9697,50.30303,7.272727,7.272727,50.30303,49.69697,7.272727,7.272727,49.69697,35.75758,7.272727,7.272727,35.75758,31.51515,7.272727,24.84848,21.21212,62.42424,43.63636,40.60606,17.57576,15.75758,13.33333
6037101122,Census Tract 1011.22,"Census Tract 1011.22, Los Angeles County, California",ca,140,0,ACSSF,3872,,,,,6,37,,,,101122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037101122,,,2644045,0,2067,501.2121212,2273,140,1312,1072,43,0,0,43,81,25,40,16,25,10,0,15,143,25,0,118,758,375,178,205,22,240,22,0,0,22,27,0,0,27,34,0,0,34,39,0,0,39,100,0,38,62,0,18,38.18182,65.45454,22.42424,7.272727,7.272727,22.42424,30.90909,15.75758,29.09091,10.90909,13.93939,9.69697,7.272727,10.30303,44.24242,13.93939,7.272727,40,69.69697,67.87878,39.39394,55.75758,16.36364,58.18182,20,7.272727,7.272727,20,24.84848,7.272727,7.272727,24.84848,27.87879,7.272727,7.272727,27.87879,30.30303,7.272727,7.272727,30.30303,42.42424,7.272727,28.48485,32.72727,7.272727,15.15152
6037101210,Census Tract 1012.10,"Census Tract 1012.10, Los Angeles County, California",ca,140,0,ACSSF,3873,,,,,6,37,,,,101210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037101210,,,650690,0,1276,52.12121212,1494,57.57575758,2297,401,43,14,0,29,35,0,0,35,22,0,0,22,65,23,0,42,236,74,95,67,0,1896,562,0,17,545,266,0,0,266,321,15,83,223,220,30,30,160,379,258,84,37,79,69,59.39394,88.48485,25.45455,13.93939,10.30303,21.81818,23.63636,10.30303,10.30303,23.63636,17.57576,10.30303,10.30303,17.57576,29.69697,16.9697,10.30303,24.84848,75.15151,40,43.0303,39.39394,10.30303,101.8182,101.2121,10.30303,16.36364,99.39394,72.72727,10.30303,10.30303,72.72727,81.21212,14.54545,43.63636,68.48485,64.84849,27.87879,20.60606,50.30303,90.30303,75.75758,41.81818,35.75758,46.06061,30.30303
6037101220,Census Tract 1012.20,"Census Tract 1012.20, Los Angeles County, California",ca,140,0,ACSSF,3874,,,,,6,37,,,,101220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037101220,,,698886,0,1086,50.90909091,1361,71.51515152,1357,535,28,0,0,28,62,9,0,53,97,9,15,73,57,45,0,12,281,159,82,40,10,822,272,0,10,262,124,10,0,114,176,7,8,161,90,24,47,19,133,64,62,7,27,0,34.54546,59.39394,20,7.272727,7.272727,20,23.63636,8.484848,7.272727,21.81818,32.12121,9.090909,10.30303,27.87879,20,16.9697,7.272727,10.30303,50.90909,39.39394,29.09091,16.9697,9.090909,53.33333,52.12121,7.272727,9.69697,53.33333,30.90909,9.69697,7.272727,29.69697,44.24242,7.272727,7.272727,43.0303,26.06061,12.72727,22.42424,12.72727,36.9697,26.06061,24.84848,7.878788,18.18182,7.272727
6037101300,Census Tract 1013,"Census Tract 1013, Los Angeles County, California",ca,140,0,ACSSF,3875,,,,,6,37,,,,101300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037101300,,,2581214,0,2209,227.8787879,2094,174.5454545,1445,1255,77,9,0,68,101,42,8,51,99,24,17,58,225,106,32,87,692,434,87,171,61,190,17,0,8,9,33,0,0,33,25,0,0,25,8,0,0,8,99,56,27,16,0,8,56.36364,63.63636,38.18182,7.878788,7.272727,37.57576,26.66667,18.18182,7.272727,16.36364,30.90909,13.93939,11.51515,26.66667,50.90909,37.57576,16.36364,29.69697,64.24242,66.06061,24.24242,40,27.87879,47.27273,11.51515,7.272727,7.878788,8.484848,25.45455,7.272727,7.272727,25.45455,23.63636,7.272727,7.272727,23.63636,7.272727,7.272727,7.272727,7.272727,33.33333,30.30303,14.54545,10.30303,7.272727,7.878788
6037101400,Census Tract 1014,"Census Tract 1014, Los Angeles County, California",ca,140,0,ACSSF,3876,,,,,6,37,,,,101400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037101400,,,6310056,0,1206,230.3030303,1664,231.5151515,1355,939,86,0,0,86,143,20,63,60,65,9,13,43,108,37,10,61,537,218,172,147,0,416,117,0,0,117,74,0,0,74,13,0,6,7,55,0,0,55,97,38,59,0,0,60,78.18182,87.27273,32.12121,7.272727,7.272727,32.12121,41.81818,13.33333,29.09091,31.51515,29.09091,9.090909,9.090909,25.45455,27.27273,17.57576,9.090909,20.60606,78.78788,52.12121,42.42424,40,7.272727,86.66666,44.24242,7.272727,7.272727,44.24242,32.12121,7.272727,7.272727,32.12121,9.69697,7.272727,5.454545,7.878788,36.36364,7.272727,7.272727,36.36364,42.42424,20,37.57576,7.272727,7.272727,36.9697
6037102103,Census Tract 1021.03,"Census Tract 1021.03, Los Angeles County, California",ca,140,0,ACSSF,3877,,,,,6,37,,,,102103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037102103,,,1186484,0,2153,150.3030303,2369,188.4848485,692,461,6,0,0,6,48,0,10,38,50,17,5,28,108,11,2,95,242,105,69,68,7,231,28,0,0,28,19,0,0,19,24,0,4,20,12,0,12,0,121,55,16,50,0,27,21.21212,45.45454,4.848485,7.272727,7.272727,4.848485,20,7.272727,9.69697,16.9697,26.66667,9.69697,4.848485,24.24242,30.90909,7.272727,3.636364,29.09091,41.81818,29.09091,23.63636,23.63636,6.666667,39.39394,16.9697,7.272727,7.272727,16.9697,15.75758,7.272727,7.272727,15.75758,12.72727,7.272727,4.848485,12.12121,9.69697,7.272727,9.69697,7.272727,29.09091,20.60606,11.51515,21.21212,7.272727,16.9697
6037102104,Census Tract 1021.04,"Census Tract 1021.04, Los Angeles County, California",ca,140,0,ACSSF,3878,,,,,6,37,,,,102104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037102104,,,1658544,0,2286,230.9090909,2177,218.7878788,1230,927,112,0,0,112,58,0,12,46,108,14,0,94,175,103,21,51,474,236,123,115,0,303,14,0,0,14,0,0,0,0,67,0,0,67,0,0,0,0,157,22,84,51,0,65,55.15152,69.09091,40.60606,7.272727,7.272727,40.60606,22.42424,7.272727,13.33333,20.60606,43.0303,13.33333,7.272727,40.60606,41.21212,30.90909,13.93939,27.27273,78.18182,50.30303,35.75758,52.72727,7.272727,63.63636,14.54545,7.272727,7.272727,14.54545,7.272727,7.272727,7.272727,7.272727,40,7.272727,7.272727,40,7.272727,7.272727,7.272727,7.272727,52.72727,12.72727,44.84848,27.27273,7.272727,29.09091
6037102105,Census Tract 1021.05,"Census Tract 1021.05, Los Angeles County, California",ca,140,0,ACSSF,3879,,,,,6,37,,,,102105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037102105,,,492761,0,1318,100,1872,167.2727273,559,302,5,0,5,0,22,0,5,17,27,5,0,22,57,12,6,39,186,54,46,86,5,257,39,0,0,39,71,0,0,71,41,4,0,37,39,0,19,20,62,23,34,5,0,5,21.21212,37.57576,4.848485,7.272727,4.848485,7.272727,12.72727,7.272727,4.848485,10.90909,14.54545,4.848485,7.272727,13.93939,26.06061,7.878788,5.454545,23.63636,37.57576,16.9697,14.54545,34.54546,5.454545,35.75758,21.81818,7.272727,7.272727,21.81818,31.51515,7.272727,7.272727,31.51515,15.75758,4.242424,7.272727,15.75758,20,7.272727,15.15152,14.54545,21.21212,12.12121,19.39394,4.242424,7.272727,4.848485
6037102107,Census Tract 1021.07,"Census Tract 1021.07, Los Angeles County, California",ca,140,0,ACSSF,3880,,,,,6,37,,,,102107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037102107,,,12908558,13753,1084,96.36363636,1817,294.5454545,1345,957,62,0,0,62,9,0,0,9,67,32,18,17,94,19,28,47,725,373,221,131,0,388,9,0,0,9,126,0,0,126,16,0,8,8,83,0,40,43,119,106,0,13,0,35,28.48485,69.09091,30.90909,7.272727,7.272727,30.90909,8.484848,7.272727,7.272727,8.484848,35.15152,30.30303,12.12121,13.33333,30.30303,13.33333,13.93939,22.42424,72.72727,61.21212,55.75758,40,7.272727,61.81818,7.878788,7.272727,7.272727,7.878788,35.15152,7.272727,7.272727,35.15152,11.51515,7.272727,7.272727,9.090909,40.60606,7.272727,32.72727,27.87879,50.90909,48.48485,7.272727,14.54545,7.272727,27.27273
6037103101,Census Tract 1031.01,"Census Tract 1031.01, Los Angeles County, California",ca,140,0,ACSSF,3881,,,,,6,37,,,,103101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037103101,,,2029806,0,2066,324.2424242,2210,102.4242424,897,769,35,0,0,35,76,6,23,47,50,0,15,35,97,41,0,56,506,291,129,86,5,128,33,0,0,33,0,0,0,0,25,0,0,25,14,0,0,14,44,11,6,27,6,6,33.93939,41.81818,13.93939,7.272727,7.272727,13.93939,26.66667,6.060606,9.69697,24.24242,21.21212,7.272727,12.72727,17.57576,22.42424,15.15152,7.272727,16.9697,38.18182,41.21212,30.30303,27.87879,5.454545,33.93939,21.21212,7.272727,7.272727,21.21212,7.272727,7.272727,7.272727,7.272727,19.39394,7.272727,7.272727,19.39394,9.69697,7.272727,7.272727,9.69697,15.15152,7.272727,5.454545,11.51515,6.060606,5.454545
6037103102,Census Tract 1031.02,"Census Tract 1031.02, Los Angeles County, California",ca,140,0,ACSSF,3882,,,,,6,37,,,,103102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037103102,,,1241029,0,1199,306.6666667,1670,98.78787879,1623,1195,35,0,0,35,112,8,28,76,136,17,9,110,237,56,29,152,675,376,103,196,0,428,136,11,27,98,71,0,10,61,57,0,0,57,11,11,0,0,144,50,53,41,0,9,46.06061,82.42424,13.93939,7.272727,7.272727,13.93939,39.39394,7.272727,16.9697,31.51515,42.42424,11.51515,8.484848,41.81818,52.72727,23.0303,15.75758,43.63636,69.09091,64.24242,29.09091,46.06061,7.272727,78.78788,40.60606,10.30303,26.06061,28.48485,30.30303,7.272727,8.484848,28.48485,35.75758,7.272727,7.272727,35.75758,9.69697,9.69697,7.272727,7.272727,49.09091,25.45455,31.51515,26.06061,7.272727,7.878788
6037103200,Census Tract 1032,"Census Tract 1032, Los Angeles County, California",ca,140,0,ACSSF,3883,,,,,6,37,,,,103200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037103200,,,7414593,0,1098,89.6969697,1676,211.5151515,2226,1369,35,17,0,18,180,15,47,118,94,0,0,94,160,44,0,116,870,389,292,189,30,857,210,0,0,210,82,17,0,65,87,0,0,87,121,35,53,33,276,149,76,51,0,81,66.66666,98.18182,23.63636,16.36364,10.30303,16.9697,70.90909,15.15152,46.06061,52.12121,52.72727,10.30303,10.30303,52.72727,55.15152,24.24242,10.30303,50.90909,84.24242,83.63636,88.48485,63.0303,20.60606,87.27273,76.9697,10.30303,10.30303,76.9697,52.72727,16.36364,10.30303,50.30303,49.09091,10.30303,10.30303,49.09091,48.48485,23.0303,38.78788,23.0303,84.84849,73.33334,36.36364,28.48485,10.30303,56.36364
6037103300,Census Tract 1033,"Census Tract 1033, Los Angeles County, California",ca,140,0,ACSSF,3884,,,,,6,37,,,,103300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037103300,,,6141955,0,1949,993.3333333,2809,145.4545455,1288,1131,99,0,0,99,35,9,11,15,65,21,8,36,138,37,10,91,777,322,297,158,17,157,0,0,0,0,0,0,0,0,37,0,0,37,29,9,0,20,75,17,23,35,11,5,44.84848,53.93939,26.06061,7.272727,7.272727,26.06061,16.9697,9.090909,10.30303,9.69697,34.54546,20,7.878788,26.66667,39.39394,16.9697,10.30303,33.33333,55.75758,52.12121,52.72727,38.18182,10.90909,39.39394,7.272727,7.272727,7.272727,7.272727,7.272727,7.272727,7.272727,7.272727,23.0303,7.272727,7.272727,23.0303,21.81818,8.484848,7.272727,20,30.90909,12.12121,21.81818,23.0303,10.30303,6.060606
6037103400,Census Tract 1034,"Census Tract 1034, Los Angeles County, California",ca,140,0,ACSSF,3885,,,,,6,37,,,,103400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037103400,,,2500753,0,1646,144.2424242,1826,84.24242424,2461,1562,117,0,0,117,150,27,89,34,84,25,13,46,225,75,23,127,973,457,358,158,13,899,111,0,0,111,157,0,0,157,91,0,13,78,43,0,0,43,449,201,248,0,0,48,62.42424,118.7879,45.45454,10.30303,10.30303,45.45454,61.81818,18.18182,56.36364,18.78788,35.15152,18.18182,12.12121,27.27273,81.21212,32.12121,16.36364,71.51515,107.2727,73.33334,101.8182,58.18182,13.33333,110.9091,49.69697,10.30303,10.30303,49.69697,66.66666,10.30303,10.30303,66.66666,68.48485,10.30303,12.72727,67.87878,33.33333,10.30303,10.30303,33.33333,109.0909,89.69697,93.93939,10.30303,10.30303,30.30303
6037104103,Census Tract 1041.03,"Census Tract 1041.03, Los Angeles County, California",ca,140,0,ACSSF,3886,,,,,6,37,,,,104103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037104103,,,949109,0,1614,165.4545455,1976,89.6969697,849,695,14,0,0,14,71,12,0,59,115,16,19,80,59,9,5,45,436,242,149,45,0,154,22,0,0,22,0,0,0,0,101,0,0,101,0,0,0,0,31,0,25,6,0,0,28.48485,41.21212,13.93939,7.272727,7.272727,13.93939,33.93939,7.878788,7.272727,32.72727,34.54546,10.30303,10.90909,31.51515,21.81818,7.272727,5.454545,19.39394,56.9697,44.24242,38.78788,18.18182,7.272727,37.57576,13.93939,7.272727,7.272727,13.93939,7.272727,7.272727,7.272727,7.272727,36.36364,7.272727,7.272727,36.36364,7.272727,7.272727,7.272727,7.272727,20.60606,7.272727,19.39394,6.060606,7.272727,7.272727
6037104105,Census Tract 1041.05,"Census Tract 1041.05, Los Angeles County, California",ca,140,0,ACSSF,3887,,,,,6,37,,,,104105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037104105,,,584682,0,829,183.6363636,1505,173.9393939,1646,869,32,0,0,32,24,4,0,20,137,39,14,84,256,20,34,202,420,247,153,20,0,777,180,29,40,111,237,0,23,214,99,20,27,52,91,9,39,43,124,35,64,25,31,15,46.66667,61.21212,17.57576,10.30303,10.30303,17.57576,13.93939,4.848485,10.30303,12.12121,44.84848,30.30303,9.69697,33.93939,56.9697,14.54545,18.78788,57.57576,58.18182,52.72727,39.39394,13.33333,10.30303,66.06061,55.15152,22.42424,22.42424,44.24242,65.45454,10.30303,15.15152,63.0303,40,18.78788,20.60606,27.87879,37.57576,9.090909,25.45455,27.87879,45.45454,26.06061,34.54546,20,21.81818,13.33333
6037104108,Census Tract 1041.08,"Census Tract 1041.08, Los Angeles County, California",ca,140,0,ACSSF,3888,,,,,6,37,,,,104108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037104108,,,1096629,0,1296,60,1473,45.45454545,1459,572,25,0,8,17,34,0,8,26,64,18,0,46,94,9,0,85,355,226,78,51,0,887,168,0,42,126,198,8,28,162,187,9,10,168,165,8,69,88,141,56,56,29,10,18,27.87879,54.54546,12.12121,10.30303,7.272727,10.30303,15.15152,10.30303,7.878788,12.72727,31.51515,13.93939,10.30303,27.27273,30.30303,9.090909,10.30303,28.48485,43.0303,46.06061,33.93939,30.90909,10.30303,48.48485,48.48485,10.30303,24.84848,46.66667,58.18182,7.878788,18.18182,55.15152,61.81818,7.878788,9.69697,59.39394,56.36364,6.666667,40.60606,47.87879,44.84848,25.45455,26.66667,28.48485,10.30303,11.51515
6037104124,Census Tract 1041.24,"Census Tract 1041.24, Los Angeles County, California",ca,140,0,ACSSF,3889,,,,,6,37,,,,104124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037104124,,,4479385,980,978,150.9090909,1869,121.2121212,1232,948,95,0,0,95,125,19,0,106,29,11,0,18,89,0,0,89,610,322,205,83,0,284,59,0,0,59,65,0,0,65,8,8,0,0,80,14,9,57,40,0,27,13,0,32,47.87879,66.06061,49.09091,7.272727,7.272727,49.09091,39.39394,13.93939,7.272727,38.78788,16.9697,10.30303,7.272727,13.33333,31.51515,7.272727,7.272727,31.51515,66.66666,63.63636,43.0303,31.51515,7.272727,60,34.54546,7.272727,7.272727,34.54546,24.84848,7.272727,7.272727,24.84848,8.484848,8.484848,7.272727,7.272727,41.81818,13.93939,8.484848,38.18182,23.63636,7.272727,18.18182,13.33333,7.272727,30.90909
6037104201,Census Tract 1042.01,"Census Tract 1042.01, Los Angeles County, California",ca,140,0,ACSSF,3890,,,,,6,37,,,,104201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037104201,,,1090103,0,1417,172.7272727,1931,230.3030303,941,663,55,0,0,55,67,0,11,56,47,5,5,37,167,22,22,123,322,135,95,92,5,278,39,0,0,39,50,0,0,50,66,0,17,49,57,17,25,15,32,32,0,0,18,16,27.27273,50.90909,27.27273,7.272727,7.272727,27.27273,26.06061,7.272727,8.484848,26.06061,21.21212,4.848485,4.848485,20,37.57576,15.75758,16.36364,33.93939,54.54546,44.24242,27.87879,30.30303,4.848485,46.66667,20,7.272727,7.272727,20,25.45455,7.272727,7.272727,25.45455,27.87879,7.272727,16.36364,21.81818,32.12121,16.36364,18.78788,13.93939,17.57576,17.57576,7.272727,7.272727,15.75758,15.15152
6037104203,Census Tract 1042.03,"Census Tract 1042.03, Los Angeles County, California",ca,140,0,ACSSF,3891,,,,,6,37,,,,104203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037104203,,,707989,0,1177,146.6666667,1700,98.78787879,1169,578,48,0,0,48,64,0,9,55,30,5,8,17,148,60,20,68,288,100,146,42,0,591,161,0,20,141,157,10,0,147,127,51,0,76,88,0,23,65,47,0,10,37,0,11,36.9697,58.78788,27.87879,10.30303,10.30303,27.87879,26.66667,10.30303,9.090909,26.06061,15.15152,6.060606,8.484848,12.12121,43.0303,25.45455,15.15152,29.69697,49.69697,31.51515,39.39394,26.66667,10.30303,65.45454,46.06061,10.30303,9.69697,46.66667,47.27273,9.69697,10.30303,46.06061,43.0303,28.48485,10.30303,30.90909,30.30303,10.30303,21.21212,29.69697,26.06061,10.30303,9.69697,24.24242,10.30303,10.30303
6037104204,Census Tract 1042.04,"Census Tract 1042.04, Los Angeles County, California",ca,140,0,ACSSF,3892,,,,,6,37,,,,104204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037104204,,,2664512,3735,1152,87.27272727,1456,56.96969697,764,496,10,0,0,10,43,13,5,25,99,11,5,83,63,18,22,23,275,137,102,36,6,268,32,0,0,32,82,0,0,82,47,0,0,47,33,14,0,19,44,9,20,15,9,21,21.21212,38.18182,9.090909,7.272727,7.272727,9.090909,15.15152,8.484848,4.848485,12.72727,30.30303,10.30303,4.848485,26.66667,22.42424,13.93939,12.12121,13.93939,31.51515,28.48485,26.06061,12.12121,5.454545,38.18182,15.15152,7.272727,7.272727,15.15152,26.66667,7.272727,7.272727,26.66667,22.42424,7.272727,7.272727,22.42424,18.18182,12.72727,7.272727,12.72727,20.60606,7.272727,12.72727,12.72727,8.484848,11.51515
6037104310,Census Tract 1043.10,"Census Tract 1043.10, Los Angeles County, California",ca,140,0,ACSSF,3893,,,,,6,37,,,,104310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037104310,,,1508622,0,1803,234.5454545,1818,98.78787879,849,635,34,0,6,28,71,6,19,46,120,33,0,87,79,35,7,37,331,246,63,22,0,214,45,0,0,45,16,0,0,16,8,0,0,8,52,6,0,46,82,0,40,42,0,11,36.36364,41.21212,15.75758,7.272727,5.454545,15.15152,22.42424,6.060606,9.69697,20.60606,33.33333,18.78788,7.272727,27.87879,22.42424,17.57576,5.454545,15.75758,38.18182,40.60606,26.66667,13.33333,7.272727,36.9697,21.81818,7.272727,7.272727,21.81818,15.75758,7.272727,7.272727,15.75758,8.484848,7.272727,7.272727,8.484848,22.42424,6.060606,7.272727,20.60606,30.30303,7.272727,21.21212,23.0303,7.272727,9.69697
6037104320,Census Tract 1043.20,"Census Tract 1043.20, Los Angeles County, California",ca,140,0,ACSSF,3894,,,,,6,37,,,,104320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037104320,,,1212169,0,928,118.7878788,1193,133.3333333,1331,632,20,6,0,14,24,24,0,0,54,23,0,31,156,36,34,86,378,197,168,13,0,699,167,0,0,167,130,21,0,109,103,0,0,103,189,20,90,79,69,42,27,0,24,17,33.33333,92.72727,12.72727,6.060606,10.30303,9.090909,19.39394,19.39394,10.30303,10.30303,21.81818,18.78788,10.30303,20.60606,43.0303,24.24242,24.24242,32.12121,72.72727,50.30303,67.27273,13.33333,10.30303,87.87878,40,10.30303,10.30303,40,58.78788,20.60606,10.30303,55.15152,36.9697,10.30303,10.30303,36.9697,66.66666,23.0303,49.09091,45.45454,38.18182,34.54546,19.39394,10.30303,20,12.12121
6037104401,Census Tract 1044.01,"Census Tract 1044.01, Los Angeles County, California",ca,140,0,ACSSF,3895,,,,,6,37,,,,104401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037104401,,,681117,0,1236,131.5151515,1577,73.93939394,664,410,24,0,11,13,15,10,0,5,73,14,6,53,75,29,20,26,223,133,67,23,0,254,76,0,10,66,64,0,0,64,18,0,0,18,26,0,15,11,70,29,30,11,0,0,27.87879,35.15152,14.54545,7.272727,8.484848,12.12121,7.878788,5.454545,7.272727,5.454545,20,10.30303,6.060606,19.39394,25.45455,13.93939,15.15152,14.54545,35.75758,27.87879,26.06061,13.93939,7.272727,38.78788,26.66667,7.272727,10.30303,24.24242,23.0303,7.272727,7.272727,23.0303,13.33333,7.272727,7.272727,13.33333,15.15152,7.272727,13.33333,7.272727,24.24242,16.9697,16.9697,10.90909,7.272727,7.272727
6037104403,Census Tract 1044.03,"Census Tract 1044.03, Los Angeles County, California",ca,140,0,ACSSF,3896,,,,,6,37,,,,104403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037104403,,,693083,0,1401,153.3333333,1523,112.7272727,665,415,35,0,0,35,48,0,0,48,68,18,16,34,48,7,23,18,216,107,60,49,0,250,41,0,0,41,29,0,8,21,6,0,0,6,87,0,31,56,74,27,40,7,0,13,30.90909,52.12121,20,7.272727,7.272727,20,26.06061,7.272727,7.272727,26.06061,24.24242,11.51515,14.54545,16.9697,24.24242,9.090909,17.57576,16.9697,37.57576,30.90909,21.81818,23.63636,7.272727,55.75758,20.60606,7.272727,7.272727,20.60606,15.15152,7.272727,8.484848,14.54545,6.666667,7.272727,7.272727,6.666667,37.57576,7.272727,23.0303,26.66667,27.27273,20,17.57576,6.060606,7.272727,6.666667
